compound,Alias,target_class,specific_target,indication,max_phase,year-approved,year_stopped,primary_safety_signal,category,therapeutic_area,failure_type,MedChem_Descriptor_Tag,Outcome_Granularity,isomeric,inchikey,cid,status,year_clean,Edward Score V22,Rationale V22,metabolic_stability_estimate,potential_toxic_fragments,P1 Prob V22,P1 Rationale V22,P2 Prob V22,P2 Rationale V22,P3 Prob V22,P3 Rationale V22,TCSP V22,salah_verdict,biological_risk
Viquidacin,,Topoisomerase inh.,Bacterial Type II Topoisomerases,Antibiotic,Phase 1,,2010,QT prolongation,clinical_failure,Infectious,tox_safety,cardiotoxicity,Discontinued for safety/tox,COC1=CC2=C(C(=CN=C2C=C1)F)[C@H](CC[C@@H]3CCN(C[C@@H]3C(=O)O)CCSC4=CC=CS4)O,USGHRRVFKSLEJT-WVBUVRCRSA-N,11591505,OK,2010.0,82,"This structure is a masterclass in 'Medicinal Chemistry Brinkmanship.' You have deployed a zwitterionic strategy (carboxylic acid on the piperidine) to mitigate the hERG liability inherent to this pharmacophore (basic amine + linker + lipophilic tail). While the zwitterion effectively reduces cLogD and likely dampens hERG channel affinity compared to non-acidic predecessors, the 'Right-Hand Side' (RHS) tail is a chemical atrocity for an anti-infective indication. The inclusion of a thiophene moiety linked via a thioether spacer is unacceptable for a drug class requiring multi-gram daily dosing. Thiophenes are notorious for metabolic activation (S-oxidation) to reactive thiophene-S-oxides or epoxides, which act as Michael acceptors for hepatic proteins. Coupled with the thioether (a 'soft' metabolic handle prone to sulfoxide/sulfone formation), this molecule screams high clearance and idiosyncratic DILI risk. The fluoro-naphthyridine core is competent for DNA intercalation but adds phototoxicity risk. You are trying to thread a needle between hERG safety and bacterial potency, but you have ignored the metabolic 'Grease Tax' of that sulfur-rich tail. The Advisory's 35-point penalty is justified; this is a high-risk scaffold masquerading as a clinical candidate. Tox Summary: Not Clean.",Low,"Thiophene (Bioactivation/DILI), Thioether (Oxidation), 3-Fluoro-1,5-naphthyridine (Phototoxicity risk), Basic Piperidine (hERG pharmacophore component)",0.4,"Zwitterionic character may help pass initial hERG screens, but the metabolic liability of the thiophene/thioether tail creates a high risk of reactive metabolite formation in human ADME.",0.25,"Efficacy is likely high (NBTI mechanism), but the therapeutic window will be crushed by the safety margins required for the liver liabilities and residual QT risk.",0.1,"Commercial viability is minimal. In the antibiotic space, a molecule with a 'Black Box' warning for DILI or QT prolongation cannot compete with established generic fluoroquinolones.",0.15,CAUTION,"This molecule belongs to the Novel Bacterial Topoisomerase Inhibitor (NBTI) class. While biologically rational for bypassing fluoroquinolone resistance (binding to a distinct site on GyrA/ParC), the class history is plagued by hERG channel inhibition leading to QT prolongation. Structurally, the inclusion of a thiophene moiety in the tail is a significant liability for an anti-infective indication. Antibiotics require high molar doses (often >500mg/day) to achieve MIC; at these loads, thiophene S-oxidation can generate reactive metabolites, creating a high risk of idiosyncratic DILI. Furthermore, selectivity against human Topoisomerase II must be absolute to avoid genotoxicity, a common failure mode for this mechanism."
Tozadenant,,A2A antagonist,Adenosine A2A receptor,Parkinson,Phase 3,,2017,Agranulocytosis,clinical_failure,CNS,tox_safety,hematologic_toxicity,Discontinued for safety/tox,CC1(CCN(CC1)C(=O)NC2=NC3=C(C=CC(=C3S2)N4CCOCC4)OC)O,XNBRWUQWSKXMPW-UHFFFAOYSA-N,11618368,OK,2017.0,82,"While the molecule exhibits a disciplined Molecular Weight (409 Da) and an attractive cLogP (~2.0), it falls into a classic CNS 'Polarity Trap'. The cumulative TPSA (~110 Å²)—driven by the urea, hydroxyl, methoxy, and morpholine moieties—is excessively high for a passive blood-brain barrier entrant. This suggests a low Brain/Plasma (B/P) ratio, necessitating high plasma exposures to achieve striatal receptor occupancy. This brings us to the fatal flaw: The scaffold features an electron-rich amino-thiophene system (morpholine conjugated to thiophene). Such motifs are prone to metabolic activation (S-oxidation or ring epoxidation), generating reactive intermediates capable of protein haptenization. Combined with the high dose requirement dictated by the poor CNS physicochemical profile, this structure sits squarely in the 'Idiosyncratic Toxicity Zone' (reminiscent of the agranulocytosis seen with Tozadenant). The Salah Advisory penalty (+30) is fully justified; this is a high-risk scaffold in a graveyard target class. Tox Summary: Not Clean (Bioactivation risk + High TPSA liability).",Medium,"Electron-rich aminothiophene core (S-oxidation risk), Methoxy group (O-dealkylation), Morpholine (ring oxidation/opening).",0.6,"Reasonable likelihood of passing acute safety, though animal toxicology may reveal liver signals or phospholipidosis due to the amphiphilic nature.",0.15,"High risk of failure due to poor CNS penetration (high TPSA/P-gp liability) leading to insufficient target engagement, or early termination due to liver enzyme elevations.",0.1,"Even if efficacy is shown, the risk of rare, idiosyncratic adverse events (agranulocytosis/DILI) in a larger population is statistically probable for this chemotype.",0.009,CAUTION,"The Adenosine A2A antagonist class for CNS (Parkinson's) is a landscape of 'almost-made-its'. While Istradefylline (Nourianz) crossed the finish line, the corpses of Preladenant (Merck - Phase 3 efficacy failure) and Tozadenant (Acorda - fatal agranulocytosis) loom large. Biologically, the mechanism is sound for motor symptom relief via the indirect striatal pathway, but the translation from rodent rotation models to human UPDRS scores is notoriously slippery. The structure provided (thienopyrimidine core with morpholine/piperidine appendages) bears uncomfortable scaffold similarity to previous failures. If this molecule requires >50mg QD to achieve striatal receptor occupancy due to poor B/P ratio, you risk hitting the 'Tozadenant Threshold' for idiosyncratic toxicity. The liver burden appears manageable based on likely potency, but the class suffers from a high placebo response in PD trials."
Semagacestat,,g-Secretase inhibitor,_-secretase complex,Alzheimer,Phase 3,,2010,Cognitive worsening/systemic toxicity,clinical_failure,CNS,tox_safety,tumorigenecity_toxicity / neurotoxicity,Discontinued for safety/tox,C[C@@H](C(=O)N[C@H]1C2=CC=CC=C2CCN(C1=O)C)NC(=O)[C@H](C(C)C)O,PKXWXXPNHIWQHW-RCBQFDQVSA-N,9843750,OK,2010.0,96,"Visually, this structure is a siren song. The physicochemical properties are elite for a CNS agent: MW ~367, cLogP ~1.5, and TPSA < 80 Å². It screams 'high LipE lead' with excellent predicted BBB penetration. The benzolactam scaffold effectively constrains the dipeptide backbone, reducing entropic penalty. However, this is a 'clean' molecule in a 'dirty' mechanism. As noted in the Bio-Advisory, the target (Gamma-Secretase) is a biological minefield. The structure is a potent pan-inhibitor, and the medicinal chemistry effort to optimize potency has merely perfected a poison. The inability to selectively inhibit APP cleavage over Notch cleavage is a fatal flaw intrinsic to the orthosteric binding mode of this scaffold. The reported cognitive worsening and 'Notch toxicity' (GI/Skin) render this chemotype unviable regardless of its pristine physical chemistry. We are effectively dosing a cell-differentiation poison. The +50 penalty is fully justified. Tox Summary: NOT CLEAN (Mechanism-Based).",Medium,"Benzazepinone (Benzylic oxidation liability), Peptidomimetic backbone (P-gp efflux risk)",0.3,"While acute toxicity might be manageable, sub-chronic dosing in MAD (Multiple Ascending Dose) will likely reveal GI toxicity (goblet cell metaplasia) driven by Notch inhibition.",0.05,"Target engagement will occur, but the phenotypic outcome is catastrophic (cognitive worsening). Efficacy is effectively negative.",0.01,Zero commercial viability. The safety margin is non-existent due to the mechanism.,0.01,TERMINATE,"This molecule is structurally Semagacestat (or a direct analog), which represents one of the most catastrophic failures in CNS drug development history. The target, Gamma-Secretase, is a biological minefield because it processes Notch signaling alongside APP. Pan-inhibition leads to 'Notch toxicity,' characterized by goblet cell metaplasia in the gut, skin cancers (SCC), and immune dysfunction. Furthermore, large Phase 3 trials (IDENTITY) demonstrated that this mechanism paradoxically worsens cognition and functional status in Alzheimer's patients compared to placebo. There is no viable safety margin for this mechanism."
Avagacestat,,g-Secretase inhibitor,_-secretase complex,Alzheimer,Phase 2,,2012,Tolerability liabilities,clinical_failure,CNS,tox_safety,tumorigenecity_toxicity / GI toxicity,Discontinued for safety/tox,C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)[C@H](CCC(F)(F)F)C(=O)N)Cl,XEAOPVUAMONVLA-QGZVFWFLSA-N,46883536,OK,2012.0,96,"This candidate is a 'CNS Brick' attempting to fly. Structurally, it violates fundamental CNS physicochemical rules: MW > 530 and TPSA > 110 Å² (Sulfonamide + Primary Amide + Oxadiazole) create a profile destined for P-gp efflux and negligible brain penetration. The inclusion of a trifluorobutyl tail attempts to balance the polarity but merely inflates the molecular weight ('Grease Tax'), resulting in poor LipE. Even if the molecule could penetrate the BBB, the Bio-Advisory renders this a suicide mission. Gamma-Secretase inhibition is inextricably linked to Notch-mediated GI toxicity and cognitive worsening. You have designed a molecule that is chemically unfit for the brain to hit a target that is biologically unfit for the patient. Tox Summary: NOT CLEAN (Mechanism-Based).",Medium,"Primary Amide (Hydrolysis/Ammonia release), Sulfonamide (Idiosyncratic DILI risk), High Fluorine Load (Environmental persistence).",0.2,High risk of Phase 1 failure due to on-target Notch toxicity (GI/Skin) or poor PK (absorption/permeability) driven by excessive MW/TPSA.,0.05,The 'Notch Paradox' ensures zero therapeutic window. Efficacy (A-beta reduction) will likely track with toxicity or cognitive worsening.,0.01,Historical precedent (Semagacestat) confirms this mechanism is a clinical dead end for Alzheimer's.,0.0001,TERMINATE,"Gamma-Secretase Inhibition (GSI) for CNS is a canonical 'Graveyard' target. The mechanism is fundamentally flawed due to the 'Notch Paradox': gamma-secretase is promiscuous, and inhibiting APP cleavage invariably inhibits Notch signaling. This leads to severe, dose-limiting on-target toxicity, specifically GI tract destruction (goblet cell metaplasia) and skin cancer risks. Historically, lead compounds like Semagacestat failed in Phase 3 not just due to toxicity, but because they caused cognitive WORSENING compared to placebo (likely via CTF-beta accumulation). The therapeutic window between brain A-beta reduction and systemic Notch toxicity is clinically non-existent. Pursuing a GSI today is biological malpractice."
LY2811376,,BACE1 inhibitor,_-site Amyloid Precursor Protein Cleaving Enzyme 1 (BACE1),Alzheimer,Phase 1,,2011,Ocular toxicity,clinical_failure,CNS,tox_safety,other_safety_or_unknown,Discontinued for safety/tox,C[C@]1(CCSC(=N1)N)C2=C(C=C(C(=C2)C3=CN=CN=C3)F)F,MJQMRGWYPNIERM-HNNXBMFYSA-N,44251605,OK,2011.0,78,"From a purely physicochemical standpoint, this scaffold is a 'Siren Song'. The molecule exhibits elite CNS parameters: MW ~300, estimated cLogP ~2.0, and a high fraction of sp3 character (Fsp3) via the quaternary chiral center. It is a 'Brain Bullet' designed for maximum permeability. However, the medicinal chemistry is marred by the cyclic isothiourea (amino-dihydrothiazine) core. While this motif effectively engages the catalytic aspartic acid dyad, the endocyclic sulfur atom is a metabolic soft spot, highly prone to S-oxidation (sulfoxide/sulfone formation), which drastically alters polarity and potency in vivo. Furthermore, the high basicity of the amidine moiety (pKa ~8-9) is a known P-gp efflux liability, fighting the very CNS penetration the low MW attempts to secure. Ultimately, these chemical critiques are secondary to the Bio-Advisory. The target (BACE1) is a validated mechanism of toxicity (cognitive worsening). Designing the perfect key for a door that leads to a cliff is futile. The 50-point penalty is applied strictly.",Medium,"Cyclic Isothiourea (S-oxidation liability, potential bioactivation), 2-aminopyrimidine (potential kinase promiscuity if not selective).",0.65,"Physicochemical properties favor good PK and safety in healthy volunteers, provided the off-target BACE2 (retinal tox) is monitored. The molecule is small and likely clean enough for P1.",0.1,High risk of failure due to lack of efficacy or early signs of cognitive impairment. The mechanism is fundamentally flawed for the indication.,0.01,Historical data for this target class indicates a near 100% failure rate in P3 due to cognitive worsening (mechanism-based toxicity).,0.05,TERMINATE,"BACE1 is the quintessential clinical graveyard of modern neuroscience. This target class has demonstrated a 100% failure rate in late-stage trials (Verubecestat, Lanabecestat, Atabecestat, Elenbecestat). The failure is mechanism-based, not chemotype-dependent. BACE1 inhibition interferes with the processing of substrates other than APP (e.g., Neuregulin-1, SEZ6), leading to impaired synaptic plasticity and the clinically observed 'cognitive worsening'—the exact opposite of the therapeutic intent. Additionally, off-target BACE2 inhibition carries risks of retinal toxicity and hypopigmentation. Pursuing this target is a refusal to learn from billions of dollars in historical attrition."
Almorexant,,Dual orexin antagonist,Orexin-1 and Orexin-2 (OX1/OX2) receptors,Insomnia,Phase 3,,2011,Transient liver enzyme elevations / hepatic safety concerns,clinical_failure,CNS,tox_safety,hepatotoxicity,Discontinued for safety/tox,CNC(=O)[C@@H](C1=CC=CC=C1)N2CCC3=CC(=C(C=C3[C@@H]2CCC4=CC=C(C=C4)C(F)(F)F)OC)OC,DKMACHNQISHMDN-RPLLCQBOSA-N,23727689,OK,2011.0,92,"This molecule is a textbook case of 'Molecular Obesity' in CNS discovery. Structurally, it is a 'Brick': MW > 500 and estimated cLogP > 5.5, violating the Golden Triangle for CNS safety. While the TPSA (~50 Å²) permits BBB crossing, the extreme lipophilicity guarantees high non-specific binding (low Fu_brain) and rapid hepatic clearance, necessitating the massive doses mentioned in the Bio-Advisory. The 6,7-dimethoxy-tetrahydroisoquinoline (THIQ) core is a metabolic sponge; sequential O-demethylation exposes catechols, which are precursors to reactive ortho-quinones (structural alert for idiosyncratic toxicity). The combination of High Lipophilicity (cLogP > 3) and High Daily Dose (> 100mg) triggers the 'Rule of Two' for DILI risk. The Bio-Advisory penalty is fully justified by the structural liabilities; this scaffold relies on 'grease' for potency rather than specific polar interactions, leading to a poor LipE profile. Tox Summary: NOT CLEAN (DILI/Reactive Metabolite Risk).",Low,"6,7-dimethoxy-THIQ (Catechol/Quinone risk), High Lipophilicity (Phospholipidosis/Bioaccumulation), Benzylic oxidation sites",0.3,"PK will likely show high clearance and short half-life or high variability. Safety might pass single ascending dose, but multiple ascending dose will stress the liver.",0.15,"Efficacy requires target engagement which demands high exposure. Achieving this against high clearance requires massive doses, triggering off-target effects and liver enzyme elevations.",0.05,"Chronic dosing of a lipophilic, high-dose agent with metabolic liabilities is a recipe for late-stage hepatotoxicity failure.",0.05,TERMINATE,"While the Dual Orexin Antagonist (DORA) mechanism is clinically validated (ELITE status), this specific molecule is **Almorexant**, a known Phase 3 failure (Actelion/GSK, 2011). The biological failure here is **Dose-Dependent Toxicity**. Unlike modern DORAs (Suvorexant, Lemborexant) which achieve efficacy at <20mg, Almorexant required high clinical doses (100-200mg). This 10x dose burden overwhelms hepatic clearance capacity and increases the probability of off-target binding and idiosyncratic DILI. In Systems Biology, a clean target does not excuse a dirty, high-dose molecule."
Encenicline,Encenicline (EVP-6124),nAChR partial agonist,_7_ nicotinic acetylcholine receptor,Cognitive impairment in schizophrenia,Phase 3,,2015,Rare serious GI adverse events prompted suspension in AD program; schizophrenia Phase 3 failed endpoints,clinical_failure,CNS,tox_safety,GI toxicity,Discontinued for safety/tox,C1CN2CCC1[C@H](C2)NC(=O)C3=CC4=C(S3)C(=CC=C4)Cl,SSRDSYXGYPJKRR-ZDUSSCGKSA-N,46196517,OK,2015.0,82,"Physicochemically, this molecule is a 'Siren Song'. It exhibits textbook CNS properties: MW ~320, cLogP ~2.3, and a rigid, basic quinuclidine scaffold that guarantees high brain penetration and elite CNS MPO scores. The LipE appears exceptional, and the compact topology suggests high ligand efficiency. HOWEVER, the inclusion of the 5-chlorobenzo[b]thiophene moiety introduces a non-trivial metabolic liability (S-oxidation/epoxidation) and potential for idiosyncratic toxicity (MBI), triggering a structural alert. More critically, the Biological Advisory imposes a lethal penalty. While the chemistry is elegant, the alpha-7 nAChR mechanism is functionally broken due to rapid tachyphylaxis and bell-shaped dose responses. This is a classic case of 'successful chemistry, failed biology'. The structure is a trap: it possesses the properties to pass Phase 1 easily due to clean PK, only to catastrophically fail in Phase 2 efficacy due to fundamental target desensitization issues. Tox Summary: Not Clean (Thiophene MBI risk + Target-mediated safety concerns).",Medium,"Benzo[b]thiophene (S-oxidation/epoxidation risk), Basic Quinuclidine (hERG risk vector)",0.65,"Phys-chem properties are ideal for oral bioavailability and safety. hERG is a risk due to the basic amine/aromatic tail, but likely manageable due to low MW. Thiophene toxicity is idiosyncratic, often missed in short-term P1.",0.1,"The 'Graveyard' effect. Target desensitization will likely result in lack of sustained efficacy, mirroring historical failures in this class. The therapeutic window is likely non-existent.",0.05,Commercial viability is near zero given the history of the target and potential for rare idiosyncratic tox from the thiophene scaffold.,0.15,TERMINATE,"This structure (3-aminoquinuclidine linked to a benzo[b]thiophene) identifies as an alpha-7 nAChR agonist, likely Bradanicline or a close analog. This target class is a notorious clinical graveyard for CNS indications (CIAS, Alzheimer's). The fundamental biological flaw is rapid receptor desensitization (tachyphylaxis) leading to 'bell-shaped' dose-response curves. In the clinic, this translates to a nightmare: push the dose to engage the target, and you desensitize it, losing efficacy. Historical failures of Encenicline (GI tox/suicide risk) and Bradanicline (efficacy failure) prove that despite 'clean' chemistry, the biology is non-viable for sustained therapeutic effect."
TPI-287,,Microtubule stabilizer,Microtubules (taxane derivative),Alzheimer,Phase 1,,2013,neurotoxicity,clinical_failure,CNS,tox_safety,neurotoxicity,Discontinued for safety/tox,CC1=C2[C@@H]([C@H]3[C@@]4([C@H](C[C@@H]5[C@]([C@H]4[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](CC(C)C)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO5)OC(=O)C)OC(O3)C=C)C)OC(=O)C,FDTAUJJRHBRHIJ-FDJAAIFISA-N,11564168,OK,2013.0,100,"This candidate is a medicinal chemistry 'Hard Kill' for a CNS indication, even before applying the Bio-Advisory penalty. Structurally, it is a 'Polar Brick' with an estimated MW > 800 Da and TPSA > 160 Å², violating every established rule for Blood-Brain Barrier penetration (CNS MPO < 2). The molecule is laden with hydrogen bond acceptors and rotatable bonds ('The Balloon'), ensuring it is a prime substrate for P-gp efflux, effectively locking it out of the brain. Chemically, the scaffold is decorated with multiple hydrolytically unstable esters and a t-butyl carbamate (Boc), creating a metabolic nightmare and unpredictable PK. Integrating the Bio-Advisory's 45-point penalty confirms the futility: you are attempting to treat a neurodegenerative condition with a systemic cytotoxic warhead that cannot reach the target site without lethal systemic exposure. This is not a drug; it is a structural impossibility for the stated indication. Tox Summary: Not Clean (Cytotoxic mechanism + Metabolic instability).",Low,"Multiple hydrolyzable esters, t-butyl carbamate (Boc) moiety, strained Oxetane ring, Taxane core (mechanism-based cytotoxicity).",0.1,High risk of dose-limiting systemic toxicity (neutropenia/neuropathy) driven by the cytotoxic mechanism. Complex metabolism (hydrolysis) will complicate safety margins.,0.01,Physical chemistry dictates this molecule cannot cross the BBB in relevant concentrations. Efficacy is impossible due to exclusion from the target compartment.,0.0,Zero commercial viability. The combination of 'Hard Kill' physicochemical properties and a mechanism linked to neurotoxicity ensures clinical failure.,0.01,TERMINATE,"You are attempting to deploy a cytotoxic warhead (Taxane derivative) into the CNS. This is a biological contradiction. 1) The Blood-Brain Barrier (BBB) exists specifically to keep high-MW, P-gp substrates like Taxanes OUT. To achieve therapeutic CNS concentrations, you would likely require systemic exposures that trigger dose-limiting neutropenia and peripheral neuropathy. 2) Microtubule dynamics are essential for neuronal plasticity and axonal transport. 'Stabilizing' them in a chronic CNS setting risks freezing axonal transport, leading to 'dying back' neuropathies and cognitive decline—the very thing you are trying to treat. 3) Historical precedent is a graveyard: Epothilone D and TPI-287 failed to navigate the razor-thin window between efficacy and neurotoxicity. This is a mechanism-based toxicity trap."
Rolofylline,,A1 antagonist,Adenosine A1 receptor,Heart failure,Phase 3,,2009,Seizures,clinical_failure,Cardiovascular,efficacy,efficacy_failure,Discontinued for efficacy,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C34C[C@@H]5C[C@H](C3)CC4C5,PJBFVWGQFLYWCB-QUYAXPHCSA-N,11948288,OK,2009.0,92,"This structure is a medicinal chemistry paradox: a compact, rigid xanthine core (good) decorated with excessive lipophilicity (bad). The N1/N3 dipropyl substitution combined with the bulky tricyclic cage pushes the cLogP into the 4.5+ danger zone. While the MW (<400) suggests good bioavailability, the TPSA (~65 Å²) and high lipophilicity guarantee high CNS penetration. 

Here lies the fatal flaw: The Bio-Advisory flags Adenosine A1 antagonism as a seizure risk. Chemically, this molecule is a 'CNS Missile' due to its physicochemical profile. You cannot design a peripheral cardiovascular agent with CNS MPO scores this high; you are effectively dosing a convulsant. The structure validates the clinical failure: it is too greasy to stay peripheral and too dangerous to be central. The 'Renal Sparing' hypothesis is mechanistically sound in theory but clinically dead, and this scaffold offers no safety margin against the neurotoxic liability. 

Tox Summary: NOT CLEAN (High Seizure Risk).",Medium,"Xanthine core (adenosine interference), Tricyclic cage (lipophilicity/bioaccumulation risk)",0.3,"Phase 1 may pass if doses are kept low, but the narrow therapeutic index regarding CNS toxicity (seizures) vs. peripheral efficacy will likely manifest as dose-limiting neurotoxicity.",0.1,The mechanism is a verified graveyard. Efficacy in renal protection has failed to translate to survival benefits in this class. The 'Hard Kill' advisory regarding seizures makes the risk/benefit profile unacceptable.,0.01,Historical data confirms this mechanism fails in P3 (PROTECT trial). There is no path to approval for a seizure-inducing heart failure drug.,0.04,TERMINATE,"This molecule is structurally Rolofylline (KW-3902), a xanthine-based Adenosine A1 antagonist. This mechanism is a verified clinical graveyard in Cardiovascular medicine (specifically Acute Decompensated Heart Failure). The pivotal Phase III PROTECT trial failed to demonstrate any benefit in preserving renal function or improving dyspnea compared to placebo. Biologically, A1 antagonism carries a severe 'Hard Kill' liability: A1 receptors are neuroprotective in the CNS. Blocking them lowers the seizure threshold. Rolofylline demonstrated an increased risk of seizures and stroke in clinical trials. The 'renal-sparing diuretic' hypothesis has been tested to destruction and failed; physiological endpoints (urine output) did not translate to clinical outcomes, while the neurotoxic risk remains inherent to the mechanism."
CX717,,Ampakine,AMPA-type glutamate receptors (Positive Allosteric Modulator),CNS disorders,Phase 2,,2006,Toxicology signal,clinical_failure,CNS,tox_safety,neurotoxicity,Discontinued for safety/tox,C1COCCN1C(=O)C2=CC3=NON=C3C=C2,KFRQROSRKSVROW-UHFFFAOYSA-N,3323368,OK,2006.0,96,"This structure represents a medicinal chemistry 'dead end' masquerading as a lead. While the physicochemical properties (MW ~233, low cLogP, TPSA < 90) technically fit CNS rules, they are deceptive. This is a fragment-sized molecule, implying that to achieve necessary binding energy (pIC50 > 8), the Ligand Efficiency would need to be unrealistically high. Consequently, this scaffold likely suffers from millimolar or high-micromolar potency, necessitating massive daily dosing (grams/day) to achieve CNS occupancy. The benzofurazan core is a structural alert: an electron-deficient, high-energy heterocycle prone to reductive metabolism (opening of the N-O-N bridge) and nucleophilic attack, creating a high risk of idiosyncratic toxicity and mutagenicity. The combination of a reactive scaffold and the need for macro-dosing guarantees a collision with DILI liabilities. Furthermore, the 'bell-shaped' dose-response inherent to this mechanism, combined with the narrow therapeutic index of such a low-potency agent, makes safe titration impossible. Tox Summary: Not Clean.",Low,"Benzofurazan core (reductive liability, mutagenicity risk), Morpholine (potential ring opening/oxidation at high doses)",0.1,High risk of acute toxicity or intolerance due to the massive doses required for target engagement. Benzofurazan reduction products may trigger early stopping rules.,0.05,The therapeutic window is likely non-existent. Pushing the dose for efficacy will trigger CNS side effects (seizures/anxiety) or liver enzyme elevations before robust efficacy is seen.,0.01,Commercial viability is zero. A drug requiring gram-level dosing with a dirty safety profile cannot compete in the modern CNS landscape.,0.05,TERMINATE,"This molecule is a morpholine analog of CX-516 (Ampalex), a first-generation Ampakine that failed miserably in the clinic. The benzofurazan-carbonyl scaffold is a biological dead end characterized by extremely low potency and rapid metabolic clearance. To achieve CNS efficacy, this scaffold historically requires massive, liver-straining doses (grams/day), pushing the patient into a high-risk zone for idiosyncratic DILI without guaranteeing brain target occupancy. Furthermore, the AMPA PAM mechanism suffers from a 'bell-shaped' dose-response curve; push the dose too high to compensate for low potency, and you trigger excitotoxicity, anxiety, and seizure liabilities. This is a 1990s failure mode masquerading as a candidate."
Talampanel,,AMPA antagonist,AMPA-type glutamate receptors (Non-competitive antagonist),Epilepsy,Phase 2,,2010,Dizziness/CNS AEs,clinical_failure,CNS,tox_safety,neurotoxicity,Discontinued for safety/tox,C[C@@H]1CC2=CC3=C(C=C2C(=NN1C(=O)C)C4=CC=C(C=C4)N)OCO3,JACAAXNEHGBPOQ-LLVKDONJSA-N,164509,OK,2010.0,88,"Physicochemically, this molecule is a deceptive trap. On paper, the CNS MPO parameters are elite: MW ~337, cLogP ~2.3, and TPSA ~80 Å² suggest ideal BBB penetration and high Ligand Efficiency. However, the structural composition is a catalog of medicinal chemistry 'Hard Kills'. 

1. **The Suicide Switch**: The 1,3-benzodioxole (methylenedioxy) moiety is a textbook Mechanism-Based Inhibitor (MBI) of CYP450s (particularly CYP2D6/3A4), forming irreversible carbene-heme complexes. This guarantees DDI liabilities.
2. **The Toxicophore**: The primary aniline is a metabolic liability, prone to N-oxidation (hydroxylamine formation) or acetylation, raising genotoxicity and sensitization flags.
3. **The Stability Gap**: The acyl-hydrazine core, while cyclized, combined with the metabolic vulnerability of the aniline and benzodioxole, explains the 'short half-life' noted in the advisory. 

The biological advisory confirms the structural hypothesis: the molecule requires frequent dosing due to metabolic instability, leading to high Cmax-driven CNS toxicity (ataxia) that precludes reaching therapeutic efficacy. You have a molecule that hits the brain perfectly but poisons the metabolic machinery and the patient's coordination before it stops the seizure. Tox Summary: NOT CLEAN.",Low,"1,3-Benzodioxole (CYP MBI/Suicide Inhibition), Primary Aniline (Genotox/Reactive Metabolites), Acyl Hydrazine (Potential Hydrazine release)",0.25,High risk of DDI due to MBI (benzodioxole) and potential genotoxicity from the aniline. Safety margins will be non-existent.,0.1,Efficacy is capped by tolerability. The narrow therapeutic index (seizure control vs. ataxia) described in the advisory is a classic Phase 2 killer.,0.05,"Even if approved, a TID dosing regimen with a Black Box warning and DDI restrictions cannot compete with once-daily, cleaner competitors.",0.00125,CAUTION,"While AMPA antagonism is a validated mechanism (see Perampanel), it is a clinical minefield. The target carries a class-wide Black Box warning for severe neuropsychiatric events (aggression, hostility, homicidal ideation). This specific scaffold (2,3-benzodiazepine, likely Talampanel) is historically inferior to newer generation antagonists. It suffers from a short half-life requiring multiple daily doses, leading to 'peak-dose' CNS toxicity (ataxia, sedation, dizziness) that prevents dose escalation to therapeutic levels. You are fighting a narrow therapeutic index where the gap between seizure control and incapacitation is non-existent. Failed in ALS and Glioblastoma; likely to fail again due to tolerability-limited dosing."
