compound,Alias,target_class,specific_target,indication,max_phase,year-approved,year_stopped,primary_safety_signal,category,therapeutic_area,failure_type,MedChem_Descriptor_Tag,Outcome_Granularity,isomeric,inchikey,cid,status,year_clean,Edward Score V20,Rationale V20,metabolic_stability_estimate,potential_toxic_fragments,P1 Prob V20,P1 Rationale V20,P2 Prob V20,P2 Rationale V20,P3 Prob V20,P3 Rationale V20,TCSP V20
Salmeterol,,_2_ agonist,_2_-adrenergic receptor,Asthma/COPD,Approved,1994,,,approved,Respiratory,,approved_control,Approved controls (success),C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O,GIIZNNXWQWCKIB-UHFFFAOYSA-N,5152,OK,1994.0,78,"This molecule is a physicochemical paradox: a highly polar, metabolically vulnerable 'warhead' tethered to an excessively lipophilic, floppy 'anchor'. The phenylethanolamine core is a validated GPCR pharmacophore, but the N-substituent (a phenylbutoxyhexyl chain) introduces severe developability liabilities. 

1. **The 'Balloon' Penalty**: With >14 rotatable bonds, the molecule suffers from a massive entropic penalty upon binding. Unless the lipophilic tail is engaging a specific exosite or membrane compartment, this flexibility will kill oral bioavailability.
2. **hERG Liability (CRITICAL)**: The structure contains a secondary basic amine linked via a long alkyl spacer (C6) to a distal hydrophobic cluster (phenylbutyl ether). This is a textbook hERG pharmacophore. The risk of QT prolongation is extremely high.
3. **Metabolic Instability**: The 'head' group contains a phenol and a primary benzylic alcohol. These are prime sites for rapid Phase II conjugation (glucuronidation/sulfation), likely resulting in high first-pass clearance if dosed orally.
4. **Lipophilicity**: While the calculated LogP (~3.8-4.0) is within range, the local lipophilicity of the tail is 'greasy', suggesting non-specific binding and poor solubility.

**Tox Summary**: Not Clean. High hERG risk and poor oral developability.",Low,"Secondary amine with long lipophilic linker (hERG pharmacophore), Phenol/Benzylic alcohol (Rapid Phase II clearance)",0.3,High risk of cardiovascular safety signals (hERG/tachycardia) and poor PK (rapid clearance) limiting dose escalation.,0.45,"If safety margins are established (likely requiring non-oral delivery), the validated warhead ensures target engagement.",0.1,"Commercial viability as an oral NCE is near zero due to bioavailability and safety. Success depends entirely on specialized formulation (e.g., inhalation) to bypass systemic liabilities.",0.135
Amoxicillin,,Penicillin antibiotic,Penicillin-binding proteins (PBPs) (inhibits cell wall synthesis),Bacterial infection,Approved,1974,,,approved,Infectious,,approved_control,Approved controls (success),CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,33613,OK,1974.0,65,"The molecule is built around a highly strained, reactive bicyclic beta-lactam core. From a physical chemistry standpoint, this is a 'chemical grenade': the ring strain forces the amide nitrogen out of planarity, suppressing resonance and making the carbonyl a potent acylating agent. While this enables covalent inhibition, it creates significant liabilities: 1) Intrinsic chemical instability (rapid hydrolysis in aqueous/acidic media), and 2) High immunotoxicity risk due to non-specific acylation of serum proteins (haptenation). The physicochemical profile is extremely polar and zwitterionic (cLogP < 1, TPSA > 140 Å²), which effectively precludes passive membrane permeability; oral bioavailability would require fortuitous recognition by specific uptake transporters (e.g., PEPT1). The phenol and primary amine provide handles for Phase II conjugation, but the dominant feature is the reactive warhead. This is a classic 'Rule Breaker' that survives only by specific biological privilege, not by medicinal chemistry principles. Tox Summary: Not Clean (Reactive Electrophile/Immunogenicity Risk).",Low,"Beta-Lactam Ring (Acylating Warhead), Phenol (Quinone methide precursor risk), Primary Amine (Conjugation)",0.6,Significant risk of hypersensitivity and anaphylaxis due to formation of immunogenic protein adducts (haptenization).,0.3,Efficacy is contingent on active transport mechanisms due to zero passive permeability. Chemical instability limits half-life and exposure.,0.2,Short half-life necessitates frequent dosing. Commercial viability is limited by the prevalence of resistance mechanisms (hydrolysis enzymes) against this specific scaffold.,0.036
Azithromycin,,Macrolide antibiotic,50S ribosomal subunit (inhibits bacterial protein synthesis),Bacterial infection,Approved,1991,,,approved,Infectious,,approved_control,Approved controls (success),CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,MQTOSJVFKKJCRP-BICOPXKESA-N,447043,OK,1991.0,68,"This structure is a 15-membered azalide macrocycle decorated with two glycosidic moieties (one neutral, one basic). 

1. **Physicochemical Violation**: With a MW ~750 and TPSA > 180 Å², this is a 'Beyond Rule of 5' brick. Oral absorption is theoretically impossible via passive diffusion unless the molecule acts as a 'molecular chameleon' (masking polar groups via intramolecular H-bonds). This is a high-risk ADME strategy.

2. **Cardiac Safety (hERG)**: The pendant dimethylamino sugar (basic center) linked to a massive lipophilic core creates a potent hERG pharmacophore. QT prolongation is a significant liability for this scaffold.

3. **Metabolic & DILI Risk**: The molecule contains multiple N-methyl groups prone to oxidative demethylation. Specifically, the tertiary amines are flags for Mechanism-Based Inhibition (MBI) of CYP3A4 via the formation of nitroso-alkane metabolic intermediate complexes. Combined with the high lipophilicity and likely high dose (due to poor bioavailability), the Rule of Two suggests DILI risk.

4. **Phospholipidosis**: The dibasic nature (ring nitrogen + sugar amine) will drive massive lysosomal accumulation (cationic amphiphilic drug properties), leading to phospholipidosis in lung/liver tissues.

**Tox Summary**: Not Clean (hERG, CYP Inhibition, Phospholipidosis).",Low,"Dimethylamino-sugar (hERG/Phospholipidosis), N-methylated macrocycle (CYP MBI/Complexation)",0.45,High risk of QT prolongation and PK variability. MBI potential complicates safety margins.,0.35,"Efficacy depends on tissue accumulation (Vd), but poor oral bioavailability and transporter efflux (P-gp) threaten exposure.",0.2,Rare but serious hepatic and cardiac events likely to emerge in larger populations due to 'dirty' profile.,0.0315
Ciprofloxacin,,Fluoroquinolone antibiotic,DNA gyrase (Topoisomerase II) and Topoisomerase IV,Bacterial infection,Approved,1987,,,approved,Infectious,,approved_control,Approved controls (success),C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,MYSWGUAQZAJSOK-UHFFFAOYSA-N,2764,OK,1987.0,18,"This molecule is a masterclass in Ligand Efficiency (LE). With a MW ~331 and a zwitterionic nature (carboxylic acid + basic piperazine), it prioritizes polar interactions over the 'grease' typical of failed candidates. The scaffold is rigid and planar, minimizing entropic penalties upon binding. However, the physicochemical profile (cLogP < 1, high polarity) places it firmly in a permeability-limited space, likely requiring active transport or paracellular absorption (BCS Class 3/4 behavior). 

**Critical Liabilities**: 
1. **hERG/QT Risk**: The pendant basic amine (piperazine) linked to a fluoro-aromatic core fits the hERG pharmacophore, though the adjacent carboxylic acid anion likely mitigates the dipole moment and channel affinity. 
2. **Phototoxicity**: The halogenated, conjugated aromatic system is a textbook alert for UV-induced radical generation and phototoxicity. 
3. **Metabolism**: While the core is robust, the piperazine ring is a 'soft spot' for N-oxidation or ring opening. 

Tox Summary: Generally Clean, but monitor QT and Phototox.",High,"Fluorinated conjugated aromatic (Phototoxicity), Secondary piperazine (N-oxidation/reactive metabolites)",0.85,"Low lipophilicity reduces off-target 'grease' binding. Main Phase 1 risks are QT prolongation and phototoxicity, both monitorable.",0.6,Zwitterionic character creates a 'permeability vs. solubility' conflict. Intracellular target engagement may be difficult without specific transporters.,0.45,"If P2 efficacy is established, the molecule is likely safe for commercialization. Renal clearance (suggested by polarity) simplifies DDI management.",0.23
Levofloxacin,,Fluoroquinolone antibiotic,DNA gyrase (Topoisomerase II) and Topoisomerase IV,Bacterial infection,Approved,1996,,,approved,Infectious,,approved_control,Approved controls (success),C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,GSDSWSVVBLHKDQ-JTQLQIEISA-N,149096,OK,1996.0,22,"This structure represents a masterclass in conformational restriction. By fusing the N1 substituent to the C8 position via a chiral oxazine ring, you have effectively locked the bioactive conformation, minimizing the entropic penalty upon target binding—a superior strategy to open-chain analogs. The physicochemical profile is elite: MW < 400 and a low cLogP indicate excellent solubility. However, the molecule is a zwitterion (C3 acid + C7 basic piperazine), which creates a 'permeability paradox'—it dissolves well but may struggle to cross membranes passively without a transporter or specific pH window. The 3-carboxyl-4-keto motif is a textbook bidentate chelator for divalent cations (Mg2+, Ca2+), guaranteeing reduced bioavailability if co-administered with antacids. Furthermore, the basic N-methyl piperazine tail attached to a planar aromatic stack is a classic hERG pharmacophore; QT prolongation must be monitored. Tox Summary: Clean metabolism, but physical interaction risks (Chelation/hERG) are present.",High,"Beta-keto acid (Metal Chelation), N-methyl piperazine (hERG risk), Fluoro-aromatic core (Phototoxicity risk)",0.85,"High solubility and robust metabolic stability suggest a smooth entry into P1, provided hERG is cleared early.",0.65,The rigidified scaffold likely offers superior potency/selectivity. Efficacy probability is high if the target is accessible to zwitterions.,0.45,Class-based risks (tendinopathy or CNS excitation from GABA off-target effects common in this scaffold) often appear in late-stage surveillance.,0.25
Doxycycline,,Tetracycline antibiotic,30S ribosomal subunit (inhibits bacterial protein synthesis),Bacterial infection,Approved,1967,,,approved,Infectious,,approved_control,Approved controls (success),C[C@@H]1[C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,SGKRLCUYIXIAHR-AKNGSSGZSA-N,54671203,OK,1967.0,42,"This is a highly complex, zwitterionic tetracyclic polyketide. From a pure physicochemical standpoint, it violates the TPSA limit (>160 Å²) and HBD count, suggesting poor passive permeability. However, the molecule likely utilizes extensive intramolecular hydrogen bonding (IMHB) to mask polarity, or relies on active transport. The critical medicinal chemistry feature here is the C6-deoxygenation (implied by the connectivity C[C@@H]1 with no hydroxyl). This is a massive 'Developability Credit' as it eliminates the acid-catalyzed dehydration/aromatization liability inherent to the parent scaffold, significantly improving oral bioavailability and shelf-stability. Despite this, the beta-dicarbonyl system is a guaranteed metal chelator (Ca2+/Mg2+), creating unavoidable DDI risks and bone deposition liabilities. The C4-dimethylamino group remains a stability weak point (epimerization). High LipE potential, but a formulation nightmare.",Medium,"Beta-dicarbonyl (Metal Chelation), Phenol (Glucuronidation), Dimethylamino-enone (Epimerization/Michael Acceptor potential)",0.75,"Safety profile is likely manageable, though GI irritation and mitochondrial toxicity (due to ribosomal homology) are risks. C6-deoxy modification reduces degradation-related toxicity.",0.55,"Efficacy is driven by high potency (LipE), but PK variability due to food effects (chelation) and zwitterionic absorption issues could hamper consistent exposure.",0.35,"Commercial viability is threatened by the complexity of synthesis/fermentation and the existence of cleaner, non-chelating alternatives in the anti-infective/anti-inflammatory space.",6.8
Acyclovir,,Nucleoside analogue antiviral,Viral DNA polymerase (causes chain termination),Herpes virus,Approved,1982,,,approved,Infectious,,approved_control,Approved controls (success),C1=NC2=C(N1COCCO)N=C(NC2=O)N,MKUXAQIIEYXACX-UHFFFAOYSA-N,135398513,OK,1982.0,42,"The molecule is a highly polar guanine-mimetic nucleoside analog with an acyclic ether-alcohol side chain. From a strict physicochemical perspective, this is a 'Polar Brick'. The cLogP is deeply negative (approx -1.5) and TPSA (>110) is disproportionately high for its small MW (~225), predicting wretched passive permeability and abysmal oral bioavailability (<20%). It completely avoids the 'Grease Tax' and associated DILI/hERG liabilities, but swings too far into hydrophilicity, likely necessitating a prodrug strategy for viable exposure. Safety risks are mechanism-based (selectivity against host polymerases/mitochondrial toxicity) rather than off-target promiscuity. It is a renal clearance candidate. Tox Summary: Clean (PhysChem) / Risk (Mechanism).",High (Renal Clearance Dominant),Nucleobase mimic (Potential for host DNA/RNA incorporation or mitochondrial polymerase inhibition),0.85,"Excellent safety profile regarding standard ADMET liabilities (hERG, CYP inhibition, DILI) due to extreme polarity. Main Phase 1 risks are crystalluria or acute mechanism-based toxicity.",0.35,"High risk of failure due to poor pharmacokinetics (low bioavailability, short half-life). Efficacy depends entirely on intracellular phosphorylation and viral selectivity, which are high-risk for an NCE.",0.2,"Even if efficacious, the dosing regimen required by the poor PK (likely multiple times daily) limits commercial viability against optimized competitors.",0.06
Trifluoperazine,,First-gen antipsychotic,Dopamine D2 receptor antagonist,Schizophrenia,Approved,1959,,,approved,CNS,,approved_control,Approved controls (success),CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,ZEWQUBUPAILYHI-UHFFFAOYSA-N,5566,OK,1959.0,85,"This molecule represents a medicinal chemistry archetype from a bygone era, likely a 'dirty' GPCR modulator. While the molecular weight (MW ~407) is acceptable, the physicochemical profile is heavily penalized by the 'Grease Tax'. The calculated LogP is likely pushing 5.0, driven by the lipophilic tricyclic phenothiazine-like core and the trifluoromethyl group. 

CRITICAL LIABILITY: The structure contains a textbook hERG pharmacophore: a basic tertiary amine (N-methyl piperazine) connected via a 3-carbon linker to a highly lipophilic, aromatic moiety. This specific topology (Basic Center + Spacer + Hydrophobic Cluster) is a 'Hard Kill' alert for QT prolongation. 

Furthermore, the tricyclic scaffold is notoriously promiscuous, likely hitting dopaminergic, serotonergic, adrenergic, and histaminergic receptors indiscriminately, leading to a 'side-effect soup' (sedation, hypotension, EPS). Metabolic liabilities include S-oxidation of the thioether, N-dealkylation of the piperazine, and aromatic hydroxylation. As an NCE in a modern pipeline, this would be killed for safety and selectivity concerns long before efficacy could be proven. Tox Summary: Not Clean.",Low,"N-methyl piperazine (bioactivation/hERG), Thioether (S-oxidation), Tricyclic aromatic core (Promiscuity/Phospholipidosis risk)",0.2,High risk of hERG inhibition and QT prolongation. Potential for phospholipidosis due to Cationic Amphiphilic Drug (CAD) properties.,0.3,"While likely potent (high affinity driven by lipophilicity), the lack of selectivity (off-target GPCR hits) would likely result in a poor therapeutic index and dose-limiting side effects.",0.1,Chronic safety risks including extrapyramidal symptoms (mechanism-based) and potential idiosyncratic toxicity due to the high metabolic burden.,0.06
Loxapine,,First-gen antipsychotic,Dopamine D2 receptor and 5-HT2A receptor antagonist,Schizophrenia,Approved,1975,,,approved,CNS,,approved_control,Approved controls (success),CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,XJGVXQDUIWGIRW-UHFFFAOYSA-N,3964,OK,1975.0,42,"This molecule presents a classic 'Privileged Structure' for CNS targets: a tricyclic dibenzoxazepine core fused with a basic N-methylpiperazine. The physicochemical profile is elite for Blood-Brain Barrier penetration (MW ~328, TPSA ~27, cLogP ~3.6), placing it squarely in the 'Goldilocks Zone' for CNS exposure. However, this structural class carries a heavy 'Selectivity Tax.' The rigid, lipophilic tricyclic system combined with a basic amine (pKa ~8.5) constitutes a textbook hERG pharmacophore, flagging immediate QT prolongation risks. Furthermore, this scaffold is historically notorious for 'Shotgun Pharmacology'—promiscuous binding across Dopamine, Serotonin, Histamine, and Muscarinic GPCRs. While this polypharmacology can drive efficacy in complex neuropsychiatric phenotypes, it introduces a minefield of side effects (sedation, weight gain, EPS). Metabolically, the N-methyl group is a 'soft spot' for rapid CYP-mediated demethylation, likely yielding a secondary amine metabolite with distinct pharmacology and a longer half-life. It is a potent CNS penetrant, but it functions as a sledgehammer rather than a scalpel. Tox Summary: Dirty but Developable.",Medium,"Basic amine linked to lipophilic tricyclic core (hERG liability), N-methyl piperazine (rapid N-dealkylation), Chloro-aryl moiety (lipophilicity burden).",0.75,Excellent physicochemical properties suggest high oral bioavailability and predictable PK. The primary Phase 1 attrition risks are acute cardiovascular safety (QTc) and tolerability (sedation/orthostatic hypotension).,0.45,"Target engagement in the CNS is virtually guaranteed due to high permeability. However, the narrow therapeutic index caused by off-target GPCR activity (anticholinergic/antihistaminergic effects) threatens efficacy endpoints.",0.2,"Chronic safety is the major hurdle. Structural analogs in this class are plagued by metabolic syndrome, weight gain, and movement disorders (EPS), which severely limit commercial viability in modern markets.",0.0675
Desipramine,,TCA (Secondary amine),Norepinephrine Transporter (NET),Depression,Approved,1964,,,approved,CNS,,approved_control,Approved controls (success),CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,HCYAFALTSJYZDH-UHFFFAOYSA-N,2995,OK,1964.0,78,"This molecule is a medicinal chemistry relic that violates modern safety-by-design principles. It features a 'dirty' tricyclic scaffold fused with an 8-membered central ring (homo-analog of classic TCAs) and a flexible basic side chain. 1) hERG Liability: The structure is a textbook Class III antiarrhythmic pharmacophore (Lipophilic Core + 3-Carbon Linker + Basic Amine, pKa ~10). This guarantees QT prolongation risks. 2) The 'Grease Tax': The expanded propyl bridge in the central ring adds lipophilicity (cLogP > 4.5) and conformational entropy without specific binding vectors, likely diluting potency while increasing non-specific binding (LipE penalty). 3) Promiscuity: The lack of specific polar handles on the core suggests 'shotgun' pharmacology across the GPCR kinome (Muscarinic, Histaminic, Adrenergic), predicting a heavy side-effect burden (sedation, dry mouth, hypotension). 4) Metabolism: The benzylic positions on the bridge are prime sites for P450 oxidation. Tox Summary: Not Clean (High hERG Risk + Promiscuity).",Low,"Secondary aliphatic amine on flexible linker (hERG pharmacophore), Lipophilic tricyclic core (Phospholipidosis/Promiscuity)",0.2,High probability of QT prolongation (hERG) and anticholinergic adverse events at therapeutic doses. Safety margins will be razor-thin.,0.3,"While likely centrally active, the 'dirty' profile means efficacy will be confounded by tolerability issues. High placebo response risk in CNS indications.",0.1,Commercial viability is near zero. Modern regulators will not accept this level of promiscuity and cardiac risk when cleaner alternatives exist.,0.006
Valproic,,Anticonvulsant,GABA transaminase inhibition and Voltage-gated Na+ channels,Epilepsy; bipolar disorder,Approved,1978,,,approved,CNS,,approved_control,Approved controls (success),CCCC(CCC)C(=O)O,NIJJYAXOARWZEE-UHFFFAOYSA-N,3121,OK,1978.0,62,"Physicochemically, this molecule is a CNS 'solvent' rather than a precision ligand. With MW 144 and cLogP ~2.7, it possesses elite blood-brain barrier permeability, but its structural simplicity implies millimolar potency. This necessitates massive daily dosing (likely gram-quantity) to achieve therapeutic occupancy, triggering a severe 'High Body Burden' penalty. The alpha-branched carboxylic acid motif effectively hinders standard beta-oxidation, extending half-life, but this metabolic blockade shunts clearance toward two dangerous pathways: 1) Formation of reactive acyl glucuronides (protein adducts/DILI risk), and 2) Desaturation to form hepatotoxic alkene metabolites (mitochondrial toxicity). While it is a highly efficient fragment, as a standalone NCE it carries unacceptable safety risks due to the dose required for efficacy. Tox Summary: Not Clean (High Dose DILI Risk).",Medium,"Carboxylic Acid (Acyl Glucuronide liability), Alpha-branched aliphatic tail (Precursor to toxic 4-ene metabolites)",0.85,"Simple aliphatic structure minimizes acute off-target pharmacology (hERG/ion channels), likely passing acute safety.",0.3,"Efficacy is the primary hurdle; low affinity requires systemic saturation, making therapeutic index narrow.",0.15,Chronic exposure at high doses guarantees idiosyncratic toxicity events (liver/teratogenicity) driven by reactive metabolite accumulation.,0.038
Diazepam,,Benzodiazepine,"GABA-A receptor (_1_,_2_,_3_,_5_ subunits) PAM",Anxiety; seizures; muscle spasm,Approved,1963,,,approved,CNS,,approved_control,Approved controls (success),CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,AAOVKJBEBIDNHE-UHFFFAOYSA-N,3016,OK,1963.0,12,"This molecule is a textbook example of CNS-focused medicinal chemistry, bordering on 'Cheating' due to its optimal physicochemical properties. With a MW < 300 and TPSA ~35 Å², this compound is a 'CNS Missile' with virtually unrestricted blood-brain barrier permeability. The scaffold—a fused 1,4-diazepine-2-one—provides a rigid, low-entropy framework that likely maximizes binding efficiency. However, from a strict stability standpoint, the N-methyl group is a guaranteed metabolic handle (N-dealkylation is inevitable), and the C3 methylene is prone to CYP-mediated hydroxylation. The unsubstituted pendant phenyl ring is chemically 'lazy' and represents a site for para-hydroxylation, though the chloro-substitution on the fused ring wisely blocks metabolism on that vector. While the imine functionality can sometimes present hydrolytic risks, it appears stabilized by conjugation here. No hERG pharmacophore (lack of basic center) and no reactive toxicophores. This is a highly developable, albeit metabolically labile, chemical entity. Tox Summary: Clean.",Medium,None (N-dealkylation and C3-hydroxylation expected but likely non-toxic),0.88,"Pristine physicochemical profile. No structural alerts, low MW, and no hERG liability suggest a smooth path through safety pharmacology.",0.65,High permeability and likely high free fraction in brain suggest excellent target engagement. Efficacy is the only variable.,0.45,Clean metabolic profile (likely active metabolites rather than toxic ones) supports chronic dosing safety.,0.26
Lorazepam,,Benzodiazepine,"GABA-A receptor (_1_,_2_,_3_,_5_ subunits) PAM",Anxiety; status epilepticus,Approved,1977,,,approved,CNS,,approved_control,Approved controls (success),C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,DIWRORZWFLOCLC-UHFFFAOYSA-N,3958,OK,1977.0,12,"This molecule represents a masterclass in CNS medicinal chemistry, exhibiting 'Goldilocks' physicochemical properties (MW < 350, cLogP ~2.5, TPSA ~60). The scaffold—a chlorinated, fused heterocyclic lactam—is a privileged structure for brain penetration. Crucially, the inclusion of the secondary alcohol at the 3-position (alpha to the carbonyl and imine) serves as a brilliant 'Metabolic Shunt'. Instead of undergoing unpredictable Phase I oxidative metabolism (CYP450), this moiety directs the molecule toward rapid Phase II glucuronidation, significantly reducing the risk of drug-drug interactions (DDI) and hepatotoxicity. The chlorination pattern on the pendant and fused rings effectively blocks metabolic hotspots, further enhancing stability. The only chemical liability is the acidity of the C3-proton, which will lead to rapid in vivo racemization, rendering enantioselective development futile; however, this is a manageable CMC quirk rather than a safety flaw. The molecule is devoid of structural alerts, hERG pharmacophores, or reactive metabolites.",High,None (Clean),0.92,Elite safety profile. Direct glucuronidation pathway minimizes toxic metabolite formation. Clean hERG and cytotoxicity profile expected.,0.75,"High CNS exposure guaranteed by physicochemical properties. Efficacy depends on target validation, but the scaffold is a proven privileged structure for neurological targets.",0.6,"Main risks are on-target CNS side effects (sedation/impairment) or regulatory scheduling, rather than intrinsic chemical toxicity.",0.95
Alprazolam,,Benzodiazepine,"GABA-A receptor (_1_,_2_,_3_,_5_ subunits) PAM",Anxiety/panic disorder,Approved,1981,,,approved,CNS,,approved_control,Approved controls (success),CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,VREFGVBLTWBCJP-UHFFFAOYSA-N,2118,OK,1981.0,12,"This molecule is a masterclass in CNS physicochemical property design. With a Molecular Weight of ~308 Da and a calculated LogP in the 'Goldilocks' zone (~2.0-2.5), it sits perfectly within the CNS MPO sweet spot. The structure is remarkably rigid due to the fused tricyclic core, minimizing the entropic penalty upon binding. The absence of Hydrogen Bond Donors (HBD = 0) and a low TPSA (~30-40 Å²) virtually guarantee blood-brain barrier permeability. The fusion of the triazole ring onto the diazepine system is a clever medicinal chemistry tactic; it likely stabilizes the imine against hydrolysis compared to the non-fused parent scaffold while providing a specific vector for binding. The only blemish is the exposed methyl group on the triazole ring, which is a screaming metabolic soft spot for CYP-mediated alpha-hydroxylation (likely CYP3A4), potentially limiting half-life. However, this is a manageable liability. The chloro-substitution provides necessary lipophilicity without adding 'grease'. Tox Summary: Clean.",Medium,"None. (Methyl group is a metabolic handle, not a toxicophore).",0.85,Exceptional safety profile predicted. Low basicity (pKa ~2.4) minimizes hERG risk (no cationic amphiphilic pharmacophore). No structural alerts for genotoxicity or reactive metabolites.,0.75,"If potency is adequate, exposure at the target site (CNS) is guaranteed by the physicochemical properties. The rigid scaffold suggests high specificity.",0.6,"Main risk is commercial differentiation and potential for short duration of action due to the metabolic liability of the methyl group. Otherwise, a highly developable scaffold.",0.92
Clonazepam,,Benzodiazepine,"GABA-A receptor (_1_,_2_,_3_,_5_ subunits) PAM",Seizures; panic disorder,Approved,1975,,,approved,CNS,,approved_control,Approved controls (success),C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,DGBIGWXXNGSACT-UHFFFAOYSA-N,2802,OK,1975.0,45,"This molecule presents a stark conflict between elite physicochemical properties and archaic functional group selection. The CNS MPO profile is nearly perfect: MW ~315, cLogP ~2.5, and TPSA ~87 Å² guarantee aggressive blood-brain barrier penetration. The rigid fused diazepine scaffold provides excellent entropic pre-organization. However, the inclusion of an aromatic Nitro group (-NO2) is a significant liability in modern medicinal chemistry. This moiety acts as a 'lazy' electron-withdrawing group that carries substantial risks of genotoxicity (Ames positive potential) and reductive metabolism to toxic hydroxylamines or anilines. Additionally, the C3 methylene position (alpha to the carbonyl and imine) is a metabolic 'soft spot' highly susceptible to CYP-mediated hydroxylation, likely limiting half-life. While the vector placement is efficient, the nitro group must be bioisosterically replaced (e.g., with -CF3 or -CN) to mitigate toxicity risks. Tox Summary: Not Clean (Nitro alert).",Medium,"Aromatic Nitro group (Genotox/Reductive stress), Potential aniline metabolite via reduction",0.6,"Physicochemical properties favor high bioavailability, but the Nitro group triggers immediate genotoxicity screening (Ames). Failure here is a coin flip.",0.5,"If safety hurdles are cleared, the molecule is built for CNS target engagement. Excellent LipE potential.",0.25,Chronic safety is compromised by the potential for reductive bioactivation of the nitro group and idiosyncratic toxicity risks.,0.65
Temazepam,,Benzodiazepine,"GABA-A receptor (_1_,_2_,_3_,_5_ subunits) PAM",Insomnia,Approved,1981,,,approved,CNS,,approved_control,Approved controls (success),CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,SEQDDYPDSLOBDC-UHFFFAOYSA-N,5391,OK,1981.0,18,"This structure is a masterclass in CNS physicochemical property design (CNS MPO). With a MW ~300 and cLogP ~2.5, it possesses ideal attributes for blood-brain barrier penetration without incurring a 'Grease Tax'. The strategic incorporation of the secondary hydroxyl group alpha to the carbonyl is a brilliant 'Metabolic Safety Valve'. This moiety biases clearance toward direct Phase II glucuronidation, elegantly bypassing the variability, active metabolite accumulation, and DDI risks associated with CYP450-mediated oxidation of the lipophilic core. The primary structural liability is the acidity of the C-H proton at the chiral center (flanked by carbonyl and imine), which facilitates rapid in vivo racemization via enolization, rendering stereoselective development futile. The N-methyl group adds necessary lipophilicity but serves as a secondary site for dealkylation. Chemically, the fused 7-membered imine ring is robust. Tox Summary: Clean.",Medium,None,0.85,Pristine physicochemical profile and low molecular weight suggest excellent oral bioavailability and wide safety margins. Direct glucuronidation path minimizes hepatotoxicity risks (DILI).,0.65,"High CNS penetration probability (TPSA < 70, MW < 350) and a validated pharmacophore suggest strong target engagement and efficacy.",0.4,"While clinically viable, the commercial landscape for this mechanism is crowded. Regulatory hurdles regarding abuse potential (CNS depressant) and the inability to maintain stereochemical integrity will cap the probability.",0.22
