compound,Alias,target_class,specific_target,indication,max_phase,year-approved,year_stopped,primary_safety_signal,category,therapeutic_area,failure_type,MedChem_Descriptor_Tag,Outcome_Granularity,isomeric,inchikey,cid,status,year_clean,Edward Score V20,Rationale V20,metabolic_stability_estimate,potential_toxic_fragments,P1 Prob V20,P1 Rationale V20,P2 Prob V20,P2 Rationale V20,P3 Prob V20,P3 Rationale V20,TCSP V20
Aleglitazar,,PPAR agonist,Dual PPAR$\alpha$ and PPARgamma receptors,T2D,Phase 3,,2013,HF/renal imbalance,clinical_failure,Metabolic,tox_safety,renal_toxicity,Discontinued for safety/tox,CC1=C(N=C(O1)C2=CC=CC=C2)CCOC3=C4C=CSC4=C(C=C3)C[C@@H](C(=O)O)OC,DAYKLWSKQJBGCS-NRFANRHFSA-N,10274777,OK,2013.0,68,"This molecule is a classic 'Wolf in Sheep's Clothing'. Structurally, it presents as a highly potent PPAR-agonist chemotype (alpha-alkoxy phenylpropanoic acid derivative), designed to balance lipophilicity with an acidic headgroup. While the physicochemical metrics (MW < 450, TPSA < 90) appear compliant, the scaffold suffers from significant 'Hidden Grease'. The neutral core (phenyl-oxazole-benzothiophene) is highly lipophilic, suggesting the molecule relies on the ionized carboxylate for solubility. This profile typically results in >99% plasma protein binding and restricted tissue distribution. 

The primary liability is the carboxylic acid tail. In this steric environment, it is prone to forming acyl glucuronides. These reactive metabolites can covalently bind to plasma and tissue proteins (haptenization), driving immune-mediated DILI and idiosyncratic toxicity—a hallmark failure mode for this chemical class. Additionally, the benzothiophene core introduces a risk of S-oxidation, and the ethoxy linkers are susceptible to O-dealkylation, creating a complex metabolic map. While likely efficacious on biomarkers (glucose/lipids), the safety margin is razor-thin due to the class-associated risks of fluid retention, cardiac hypertrophy, and hepatotoxicity. Tox Summary: NOT CLEAN.",Medium,"Carboxylic Acid (Reactive Acyl Glucuronide risk), Benzothiophene (S-oxidation/bioactivation), Multiple Ether Linkages (O-dealkylation complexity).",0.7,"Likely to pass initial safety in healthy volunteers due to high potency allowing low dosing, though PK variability due to protein binding is a risk.",0.6,High probability of target engagement and biomarker efficacy (HbA1c/Lipids). This chemotype is historically potent.,0.1,"High risk of late-stage attrition. Chronic dosing reveals the 'Glitazar Curse': CV safety signals, renal toxicity, or idiosyncratic liver injury driven by the acyl glucuronide/lipophilicity axis.",0.042
Ragaglitazar,,PPAR agonist,Dual PPARalpha and PPAR$\gamma$ receptors,T2D,Phase 2,,2003,Carcinogenicity signal,clinical_failure,Metabolic,tox_safety,carcinogenicity,Discontinued for safety/tox,CCO[C@H](CC1=CC=C(C=C1)OCCN2C3=CC=CC=C3OC4=CC=CC=C42)C(=O)O,WMUIIGVAWPWQAW-XMMPIXPASA-N,128814,OK,2003.0,68,"This molecule is a textbook example of the 'Lipophilic Acid' trap. While the MW (~419) and TPSA (~65) appear deceptively compliant with Rule of 5, the cLogP is estimated to be > 5.0, driven by the massive hydrophobic bulk of the phenoxazine tricyclic core and the central phenyl ring. This is a severe 'Grease Tax' violation; potency is likely driven by non-specific hydrophobic effect (entropy) rather than specific polar interactions (enthalpy), resulting in poor Lipophilic Efficiency (LipE). The carboxylic acid tail, while standard for this pharmacophore (likely PPAR-family), introduces a significant risk of reactive acyl glucuronide formation. Combined with the high lipophilicity, this suggests high hepatic exposure, high plasma protein binding (>99%), and a significant risk of DILI (Rule of Two: cLogP > 3 + Dose). The phenoxazine system is electron-rich and prone to oxidative bioactivation (radical cation formation). While it lacks a basic amine for hERG, the chronic toxicity profile is highly suspect. Tox Summary: Not Clean.",Low,"Carboxylic acid (Acyl glucuronide formation), Phenoxazine core (Oxidative bioactivation), Ethoxy side chains (O-dealkylation/Aldehyde generation)",0.75,Acute safety is likely acceptable. No hERG pharmacophore (no basic center). Main risks are dose-limiting solubility or PK variability.,0.4,"Target engagement is likely high due to the greasy scaffold, but efficacy may be confounded by high protein binding and poor free fraction.",0.05,"This chemical space is a graveyard for chronic toxicity. The combination of a lipophilic acid and a bioactivatable tricyclic core creates a high probability of late-stage failure due to DILI, carcinogenicity, or off-target effects.",0.015
Danuglipron,,GLP-1 agonist,Glucagon-like peptide-1 (GLP-1) receptor,Obesity/T2D,Phase 2,,2025,Liver injury signal,clinical_failure,Metabolic,tox_safety,hepatotoxicity,Discontinued for safety/tox,C1CO[C@@H]1CN2C3=C(C=CC(=C3)C(=O)O)N=C2CN4CCC(CC4)C5=NC(=CC=C5)OCC6=C(C=C(C=C6)C#N)F,HYBAKUMPISVZQP-DEOSSOPVSA-N,134611040,OK,2025.0,17,"This is a masterclass in 'Beyond Rule of 5' (bRo5) medicinal chemistry. You have engineered a high-MW (~567 Da) zwitterion to target a GPCR while successfully mitigating hERG liability via the internal salt bridge (Carboxylate/Piperidine). The deployment of a chiral **Oxetane** moiety (C1CO[C@@H]1) is an elite optimization move: it lowers cLogP, reduces metabolic clearance, and improves LipE compared to a THF or cyclopropyl alternative. The fluorobenzonitrile tail is metabolically robust and blocks para-oxidation. The primary developability risk is the **Acyl Glucuronide** formation at the benzimidazole-carboxylic acid; given the high molecular weight and TPSA (>110 Å²), oral bioavailability will be permeability-limited, likely necessitating high clinical doses (>100mg), which amplifies the DILI risk associated with acyl glucuronides. However, structurally, this is a 'Ferrari'—optimized to the limit. Tox Summary: Clean.",High,Benzimidazole-Carboxylic Acid (Acyl Glucuronide risk),0.85,Clean profile. Zwitterionic nature minimizes hERG risk. No 'Hard Kill' structural alerts.,0.6,High potency expected. Main attrition risk is oral bioavailability (permeability) due to size/polarity.,0.35,Commercial viability depends on safety at high chronic doses. DILI surveillance required due to acid moiety.,0.72
Lotiglipron,,GLP-1 agonist,Glucagon-like peptide-1 (GLP-1) receptor,Obesity/T2D,Phase 1/2,,2023,Liver transaminase elevations,clinical_failure,Metabolic,tox_safety,hepatotoxicity,Discontinued for safety/tox,C[C@@]1(OC2=CC=CC(=C2O1)C3CCN(CC3)CC4=NC5=C(N4C[C@@H]6CCO6)C=C(C=C5)C(=O)O)C7=NC=C(C=C7)Cl,SVPYZAJTWFQTSM-UGDMGKLASA-N,146609022,OK,2023.0,25,"This molecule is a sophisticated example of 'Beyond Rule of 5' (bRo5) medicinal chemistry, likely designed for a GPCR target (e.g., GLP-1, GPR119). The structure features a zwitterionic core (benzimidazole carboxylic acid + basic piperidine), a strategy that effectively neutralizes hERG liability and reduces phospholipidosis risk compared to standard basic amines. The incorporation of the (S)-oxetan-2-ylmethyl group is a high-fidelity tactic to lower cLogP and modulate solubility without introducing hydrogen bond donors, though it introduces a potential acid-instability liability (stomach pH). 

The primary critique is 'Molecular Obesity': with an estimated MW > 570 Da and significant structural complexity (two chiral centers, spiro/quaternary system), the molecule pushes the boundaries of oral bioavailability. The 'Grease Tax' is well-managed via the polar surface area of the acid and oxetane, but the sheer size suggests a low fraction absorbed (Fa) or a requirement for high clinical dosing (>100mg), which elevates the risk of idiosyncratic DILI (Rule of Two) despite the clean structural alerts. The chloropyridine-dihydroisobenzofuran headgroup is metabolically robust but adds significant lipophilicity. Overall, this is an elite lead optimization candidate that trades oral exposure efficiency for potency and selectivity. Tox Summary: Clean.",Medium,None (Clean structure; Oxetane requires formulation attention),0.85,Zwitterionic character strongly mitigates hERG and off-target promiscuity. Safety profile likely benign in early escalation.,0.55,"High potency expected, but oral bioavailability (PK) will be the attrition driver. High MW may lead to high variability in exposure.",0.25,Commercial viability depends on achieving a competitive pill burden. Synthesis costs (chiral complexity) and high dose requirements are barriers.,0.78
Azelaprag,,APJ agonist,Apelin receptor (APJ),Heart Failure (HFrEF),Phase 2,,2023,Discontinued due to liver toxicity (liver safety concerns),clinical_failure,Cardiovascular,tox_safety,hepatotoxicity,Discontinued for safety/tox,CC1=CC(=CN=C1)C2=NN=C(N2C3=C(C=CC=C3OC)OC)NS(=O)(=O)[C@@H](C)[C@H](C)C4=NC=C(C=N4)C,DOMQFIFVDIAOOT-ROUUACIJSA-N,122702529,OK,2023.0,22,"This molecule represents a 'Professional' grade medicinal chemistry optimization, likely targeting a peripheral GPCR (e.g., Endothelin). The design utilizes a central 1,2,4-triazole scaffold decorated with a sophisticated chiral vicinal-dimethyl linker, a high-value tactic to freeze bioactive conformation and boost LipE. While the MW (>520 Da) enters 'Brick' territory, the acidic acyl-sulfonamide motif (pKa ~5-6) ensures solubility at physiological pH and restricts distribution to the plasma/extracellular space (low CNS penetration), mitigating hERG risk and limiting off-target CNS effects. The 2,3-dimethoxyphenyl moiety is a known metabolic soft spot (O-demethylation) and may drive clearance, but the overall architecture is devoid of reactive toxicophores. A highly engineered, developable candidate.",Medium,"None (Clean). 2,3-dimethoxyphenyl presents metabolic liability but not overt toxicity.",0.85,Clean structural profile. Acidic nature reduces hERG risk. High plasma protein binding likely.,0.55,"High potency expected from chiral constraints. Efficacy depends on target validation, but the chemistry is competent.",0.35,"Complex synthesis (chirality) and high MW may impact COGS and oral bioavailability variability, but no fatal flaws.",0.85
Beloranib,,MetAP2 inhibitor,Methionine aminopeptidase 2 (MetAP2),Obesity/PWS,Phase 3,,2016,Thrombotic events (Pulmonary embolism/deaths),clinical_failure,Metabolic,tox_safety,cardiotoxicity,Discontinued for safety/tox,CC(=CC[C@@H]1[C@@](O1)(C)[C@H]2[C@@H]([C@@H](CC[C@]23CO3)OC(=O)/C=C/C4=CC=C(C=C4)OCCN(C)C)OC)C,ZEZFKUBILQRZCK-MJSCXXSSSA-N,6918502,OK,2016.0,82,"This structure is a medicinal chemistry nightmare disguised as a clinical candidate. It contains not one, but TWO epoxide rings (one spiro-fused), combined with an alpha,beta-unsaturated ester (Michael acceptor). This represents a 'Triple Crown' of electrophilic reactivity, guaranteeing covalent protein binding. While likely a potent irreversible inhibitor (Targeted Covalent Inhibitor logic), the lack of steric shielding around the epoxides suggests promiscuous alkylation, raising massive flags for genotoxicity and glutathione depletion. Furthermore, the side chain introduces a classic hERG pharmacophore: a basic dimethylamine linked via an ethoxy spacer to a lipophilic phenyl ring. This specific motif (basic center + 2-carbon linker + aromatic) is a textbook hERG blocker. The ester linkage renders the molecule liable to rapid hydrolysis by plasma esterases, complicating PK/PD correlations. This is a 'dirty' natural product derivative that fails modern safety-by-design principles. Tox Summary: NOT CLEAN.",Low,"Bis-epoxides (alkylating agents), Alpha-beta unsaturated ester (Michael acceptor), Basic amino-alkoxy-phenyl tail (hERG liability)",0.15,The presence of multiple highly reactive electrophiles (bis-epoxides) creates an unacceptable risk of off-target alkylation and genotoxicity. The hERG pharmacophore adds immediate cardiac safety risk.,0.3,"If the molecule survives safety (unlikely), efficacy is probable due to covalent target engagement. However, the 'Grease Tax' and reactivity will likely cause high attrition due to idiosyncratic toxicity.",0.05,"Chronic dosing of a bis-epoxide is historically associated with severe safety signals (e.g., vascular issues, neurotoxicity). Commercial viability is near zero for non-oncology indications.",0.1
ZGN-1061,,MetAP2 inhibitor,Methionine aminopeptidase 2 (MetAP2),Obesity/Diabetes,Phase 2,,2026,Strategic exit due to class-wide safety concerns,clinical_failure,Metabolic,tox_safety,cardiotoxicity,Discontinued for safety/tox,CC(=CC[C@@H]1[C@@](O1)(C)[C@H]2[C@@H]([C@@H](CC[C@]23CO3)OC(=O)N4CC(C4)CCN5CCOCC5)OC)C,QJWJPMLDQYEPPW-AUKZVGPFSA-N,126573394,OK,2026.0,82,"This molecule represents a high-risk 'warhead-first' strategy. It grafts a polar, basic tail onto a sesquiterpene scaffold containing **two** highly reactive spiro-epoxide rings. While the physicochemical profile (cLogP ~2.5, MW < 500) is deceptively attractive for solubility, the structural liabilities are severe. The bis-epoxide core is an intrinsic alkylating agent, flagging immediate risks for genotoxicity and non-specific covalent binding (haptenization). The tail (morpholine-ethyl-azetidine) introduces a basic center separated from a lipophilic core by a semi-rigid linker, creating a classic hERG pharmacophore. Additionally, the presence of 6+ stereocenters imposes a massive CMC burden. This structure attempts to drug a difficult target via covalent inhibition but fails to mitigate the systemic toxicity risks inherent to bis-epoxides. Tox Summary: NOT CLEAN.",Low,"Bis-spiro-epoxides (Alkylating/Genotox), Isobutenyl group (Allylic oxidation/Epoxidation), Morpholine (Reactive iminium formation), Azetidine (Ring strain/reactivity).",0.3,High likelihood of failure in GLP tox due to mutagenicity signals or off-target alkylation driven by the bis-epoxide warheads.,0.25,"If it survives P1, target engagement (likely covalent) will be strong, but the therapeutic window will be non-existent due to mechanism-based toxicity.",0.05,"Class-wide safety issues (thrombosis, neurotoxicity) combined with the reactive nature of the scaffold make chronic administration untenable.",0.003
Balicatib,,Cathepsin-K inhibitor,Cathepsin K enzyme,Osteoporosis,Phase 2,,2006,Dermatologic toxicity,clinical_failure,Metabolic,tox_safety,dermal_toxicity,Discontinued for safety/tox,CCCN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3(CCCCC3)C(=O)NCC#N,LLCRBOWRJOUJAE-UHFFFAOYSA-N,10201696,OK,2006.0,68,"The molecule is a classic peptidomimetic cysteine protease inhibitor featuring a reactive cyanomethyl amide warhead. While the 1,1-disubstituted cyclohexane spacer provides excellent conformational restriction (reducing entropic penalty), the molecule carries significant developability liabilities. 1) The 'Warhead Tax': The electrophilic nitrile relies on covalent bond formation for potency, raising risks of idiosyncratic toxicity via haptenization of off-target proteins. 2) The 'Lysosomotropism Trap': The combination of a basic N-propyl piperazine (pKa ~8.5) with a lipophilic phenyl-cyclohexane core creates a physicochemical profile highly prone to lysosomal accumulation and phospholipidosis (a known failure mode for this chemotype). 3) Metabolic Liability: The N-propyl tail is a 'soft spot' for rapid CYP-mediated N-dealkylation. While LipE might appear high due to covalent affinity, the structural alerts for chronic toxicity are too loud to ignore. Tox Summary: Not Clean.",Medium,"Cyanomethyl amide (electrophile/warhead), N-alkyl piperazine (lysosomotropism risk).",0.45,"Reasonable physicochemical properties for entry, but hERG and off-target covalent binding risks will be the primary gatekeepers.",0.2,High risk of attrition due to cutaneous toxicity or phospholipidosis driven by the basic-lipophilic nature of the molecule (lysosomal trapping).,0.05,"Chronic safety signals (e.g., stroke or morphea-like skin reactions common in this class) make approval unlikely.",0.65
Viquidacin,,Topoisomerase inh.,Bacterial Type II Topoisomerases,Antibiotic,Phase 1,,2010,QT prolongation,clinical_failure,Infectious,tox_safety,cardiotoxicity,Discontinued for safety/tox,COC1=CC2=C(C(=CN=C2C=C1)F)[C@H](CC[C@@H]3CCN(C[C@@H]3C(=O)O)CCSC4=CC=CS4)O,USGHRRVFKSLEJT-WVBUVRCRSA-N,11591505,OK,2010.0,62,"The molecule presents as a 'Reverse' Fluoroquinolone or Novel Bacterial Topoisomerase Inhibitor (NBTI) candidate, utilizing a zwitterionic strategy (piperidine amine + carboxylic acid) to mitigate the hERG liability endemic to this class. While the zwitterionic character improves solubility and reduces cardiac risk compared to cationic predecessors, the 'Right-Hand Side' (RHS) tail is chemically indefensible. The inclusion of a thiophene ring linked via a thioether (sulfide) creates a 'metabolic hotspot' prone to S-oxidation and bioactivation (epoxidation of the thiophene), raising significant concerns for idiosyncratic toxicity and Ames positivity. The molecular weight is bordering on the 'Brick' limit (~490), and the presence of three chiral centers introduces significant manufacturing complexity. While the scaffold likely possesses high potency against resistant pathogens, the structural liabilities in the tail compromise its developability profile. Tox Summary: Not Clean (Thiophene/Thioether alerts).",Low,"Thiophene ring (Bioactivation/Mutagenicity risk), Thioether linker (S-oxidation), Acyl Glucuronide potential (Carboxylic acid).",0.45,"Zwitterionic nature aids hERG safety, but the thiophene tail carries a high risk of genotoxicity (Ames) or reactive metabolite formation, which are common killers in Phase 1 for this class.",0.55,"If safety hurdles are cleared, target engagement (likely Gyrase/Topo IV) is historically robust for this scaffold. Efficacy is probable.",0.15,"Commercial viability is threatened by the complex synthesis (3 chiral centers) and the potential for rare, idiosyncratic liver toxicity driven by the sulfur-rich tail.",0.65
Tozadenant,,A2A antagonist,Adenosine A2A receptor,Parkinson,Phase 3,,2017,Agranulocytosis,clinical_failure,CNS,tox_safety,hematologic_toxicity,Discontinued for safety/tox,CC1(CCN(CC1)C(=O)NC2=NC3=C(C=CC(=C3S2)N4CCOCC4)OC)O,XNBRWUQWSKXMPW-UHFFFAOYSA-N,11618368,OK,2017.0,18,"This is a textbook example of 'Goldilocks' medicinal chemistry. The design demonstrates a sophisticated understanding of the Lipophilicity-Solubility trade-off. 

1. **Physicochemical Hygiene**: The use of the 4-hydroxy-4-methylpiperidine tail is an elite maneuver. It introduces polarity (lowering LogP to ~2.0) and breaks symmetry/planarity without adding excessive H-bond donors (HBD count remains low), preserving CNS/membrane permeability. 
2. **Structural Safety**: The urea linker effectively neutralizes the aniline nitrogen, eliminating the risk of a basic center that could trigger hERG toxicity (pKa is neutral). The morpholine and methoxy substituents on the benzothiazole core block the primary metabolic soft spots (para-oxidation), likely extending half-life without requiring a 'fluorine shotgun' approach.
3. **Developability**: MW (~420) and TPSA (~93) are in the sweet spot for oral bioavailability. The only minor concern is the potential for 'brick dust' insolubility due to the planar benzothiazole-urea stack, but the sp3-rich tail should disrupt the crystal lattice sufficiently.

This is a 'Hardened' lead molecule ready for in vivo efficacy studies.",High,None (Benzothiazole core is well-substituted/blocked),0.85,Clean structural alerts. Neutral pKa eliminates hERG risk. Metabolic hotspots are blocked.,0.45,Excellent drug-like properties suggest good PK/PD correlation. Success depends entirely on target validation.,0.2,"Standard attrition rates apply, but the molecule itself carries minimal intrinsic liability.",0.88
Semagacestat,,g-Secretase inhibitor,_-secretase complex,Alzheimer,Phase 3,,2010,Cognitive worsening/systemic toxicity,clinical_failure,CNS,tox_safety,tumorigenecity_toxicity / neurotoxicity,Discontinued for safety/tox,C[C@@H](C(=O)N[C@H]1C2=CC=CC=C2CCN(C1=O)C)NC(=O)[C@H](C(C)C)O,PKXWXXPNHIWQHW-RCBQFDQVSA-N,9843750,OK,2010.0,28,"This is a sophisticated peptidomimetic built on a 1-benzazepin-2-one scaffold. The chemistry is elegant: it achieves high ligand efficiency (LE) and lipophilic efficiency (LipE) by keeping Molecular Weight (MW ~363) and cLogP (~1.2) in the absolute sweet spot. The use of the benzazepinone as a gamma-turn mimic is a classic medicinal chemistry tactic to rigidify the backbone and reduce the entropic penalty of binding. The alpha-hydroxy-isovaleramide cap suggests a transition-state mimic designed for an aspartyl protease target. 

However, for a CNS indication (implied by the scaffold history), the physicochemicals are fighting a headwind. TPSA (~98 Å²) and HBD count (3) exceed the strict 'Rule of 90' and 'Rule of 2' for passive brain penetration, raising a significant red flag for P-glycoprotein (P-gp) efflux. While the low MW helps compensate, this molecule is likely reliant on high potency to overcome distribution issues. Structurally, it is devoid of 'hard kill' toxicophores, though the benzylic positions on the azepine ring and the N-methyl group are obvious sites for CYP-mediated clearance. A 'Chemist's molecule'—clean, efficient, but perhaps too polar for its own good in the brain.",Medium,None (Clean structure). Benzylic carbons (C4/C5 of azepine) and N-methyl are metabolic soft spots but not toxicophores.,0.85,"pristine structural hygiene. No hERG pharmacophores (no basic center), no Michael acceptors, no obvious DILI alerts. Phase 1 survival should be high.",0.5,Excellent drug-like properties suggest good oral bioavailability. The main risk is CNS exposure levels due to TPSA/HBD-driven efflux.,0.15,"Protease inhibitors often face selectivity challenges (off-target or on-target toxicity) in chronic dosing. While the chemistry is sound, the biological margin of safety is the unknown variable.",0.75
Avagacestat,,g-Secretase inhibitor,_-secretase complex,Alzheimer,Phase 2,,2012,Tolerability liabilities,clinical_failure,CNS,tox_safety,tumorigenecity_toxicity / GI toxicity,Discontinued for safety/tox,C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)[C@H](CCC(F)(F)F)C(=O)N)Cl,XEAOPVUAMONVLA-QGZVFWFLSA-N,46883536,OK,2012.0,45,"This molecule is a textbook example of 'Molecular Obesity' in late-stage lead optimization. While it demonstrates sophisticated medicinal chemistry tactics—utilizing bioisosteres (1,2,4-oxadiazole) and metabolic blockers (trifluoromethyl, fluorine scan)—the final entity is physically cumbersome. With a MW > 520 and a TPSA exceeding 110 Å², this compound violates the 'Rule of 5' and sits squarely in the 'Brick' category. For a scaffold that appears designed for high-value targets (likely CNS given the complexity), the physicochemical properties are hostile to Blood-Brain Barrier penetration, inviting P-gp efflux. The peptidomimetic core (sulfonamide-linked amino acid amide) often suffers from poor permeability and hydrolytic instability at the primary amide. While structurally 'clean' of reactive toxicophores, the reliance on molecular weight to drive potency creates a significant pharmacokinetic liability. Tox Summary: Clean structure, but PK/ADME risks are high.",Medium,"Primary amide (hydrolysis), Benzylic methylene (oxidation), N-dealkylation liability",0.85,"Chemically stable scaffold with no flagrant 'Hard Kill' alerts (nitro, hydrazine, etc.). hERG risk is low due to lack of basic center.",0.35,High risk of attrition due to poor oral bioavailability and limited CNS penetration (if applicable). The 'Grease/Size' tax will likely manifest as a disconnect between in vitro potency and in vivo efficacy.,0.15,"If it survives P2, the high dose likely required to overcome poor permeability increases the risk of off-target toxicity and DILI (Rule of Two: High MW + Lipophilicity).",0.28
LY2811376,,BACE1 inhibitor,_-site Amyloid Precursor Protein Cleaving Enzyme 1 (BACE1),Alzheimer,Phase 1,,2011,Ocular toxicity,clinical_failure,CNS,tox_safety,other_safety_or_unknown,Discontinued for safety/tox,C[C@]1(CCSC(=N1)N)C2=C(C=C(C(=C2)C3=CN=CN=C3)F)F,MJQMRGWYPNIERM-HNNXBMFYSA-N,44251605,OK,2011.0,62,"This molecule is a 'Chemist's Trap': it possesses seductive physicochemical properties (MW ~306, likely high Ligand Efficiency) but harbors significant metabolic and developability liabilities. 1) The pyrimidin-5-yl moiety, unsubstituted at the 2, 4, and 6 positions, is a textbook substrate for Aldehyde Oxidase (AO). This creates a high risk of rapid cytosolic clearance in humans that will not be predicted by standard rodent microsomes (PK disconnect). 2) The cyclic amino-dihydrothiazine core is highly basic (pKa ~9-10). While this mimics the transition state for aspartyl proteases (likely BACE1), the high ionization at physiological pH severely limits passive CNS penetration and increases P-gp efflux liability. 3) The thioether in the ring is a 'soft' metabolic spot prone to S-oxidation, adding unnecessary metabolic complexity compared to oxazine isosteres. While the fluorination on the central ring is a smart metabolic block, the flanking heterocycles render the molecule vulnerable. Tox Summary: Not Clean (High risk of AO-mediated clearance and off-target cationic promiscuity).",Low,"Unsubstituted Pyrimidine (AO substrate), Cyclic Isothiourea/Thiazine (S-oxidation, high basicity)",0.6,"Reasonable safety profile for short-term dosing, provided AO clearance doesn't result in prohibitively short half-life or toxic metabolites.",0.25,High risk of failure due to poor CNS penetration (high basicity/P-gp) and inter-subject variability driven by AO metabolism.,0.1,Chronic safety concerns with basic CNS agents and the historical difficulty of this specific pharmacophore class in late-stage trials.,0.15
Almorexant,,Dual orexin antagonist,Orexin-1 and Orexin-2 (OX1/OX2) receptors,Insomnia,Phase 3,,2011,Transient liver enzyme elevations / hepatic safety concerns,clinical_failure,CNS,tox_safety,hepatotoxicity,Discontinued for safety/tox,CNC(=O)[C@@H](C1=CC=CC=C1)N2CCC3=CC(=C(C=C3[C@@H]2CCC4=CC=C(C=C4)C(F)(F)F)OC)OC,DKMACHNQISHMDN-RPLLCQBOSA-N,23727689,OK,2011.0,82,"This molecule is a textbook example of 'Molecular Obesity' in CNS drug design. While likely a potent binder (nanomolar affinity driven by hydrophobic collapse), it violates fundamental developability rules. 1) The 'Grease Tax': With an estimated cLogP > 5.5 and MW > 500, the affinity is likely non-specific and driven by lipophilicity rather than specific polar interactions. 2) The 'Brick' Status: High MW and low TPSA (< 60 Å²) creates a 'brick dust' profile—poor solubility and dissolution-limited absorption. 3) hERG Liability: The central basic nitrogen (THIQ) flanked by two massive hydrophobic domains (dimethoxy-THIQ core and the trifluoromethyl-phenethyl tail vs. the phenyl-glycine head) creates a perfect hERG pharmacophore. 4) CNS Penetration: While lipophilic enough to cross the BBB, the high non-specific binding (NSB) will reduce free fraction (fu,brain) to negligible levels, requiring massive doses for receptor occupancy, triggering the 'Rule of Two' (High Dose + High LogP) for DILI risk. Tox Summary: Not Clean (High hERG risk, Phospholipidosis risk).",Low,"High lipophilicity/Basicity pair (hERG/PLD), Electron-rich 1,2-dimethoxybenzene (reactive quinone methide potential upon demethylation), Benzylic positions on propyl chain.",0.25,High risk of QT prolongation (hERG) and variable PK due to solubility/metabolism issues. Likely to see non-linear pharmacokinetics.,0.1,"CNS efficacy will struggle against low free fraction in the brain. If the target is NK1 (suspected based on scaffold), clinical validation in indications beyond CINV is historically poor.",0.05,Chronic safety studies will likely reveal phospholipidosis or liver enzyme elevations due to the lipophilic cationic nature.,0.15
Encenicline,Encenicline (EVP-6124),nAChR partial agonist,_7_ nicotinic acetylcholine receptor,Cognitive impairment in schizophrenia,Phase 3,,2015,Rare serious GI adverse events prompted suspension in AD program; schizophrenia Phase 3 failed endpoints,clinical_failure,CNS,tox_safety,GI toxicity,Discontinued for safety/tox,C1CN2CCC1[C@H](C2)NC(=O)C3=CC4=C(S3)C(=CC=C4)Cl,SSRDSYXGYPJKRR-ZDUSSCGKSA-N,46196517,OK,2015.0,42,"This molecule exhibits an 'Elite' physicochemical profile for a CNS candidate: MW < 350, rigid scaffold, and ideal polarity for brain penetration. The quinuclidine core provides high solubility and permeability. However, the structure is a textbook 'hERG Trap': the combination of a highly basic nitrogen (pKa ~10) linked to a lipophilic chlorobenzothiophene tail strongly suggests QT prolongation risk. Furthermore, the benzothiophene moiety carries a 'Amber Alert' for metabolic bioactivation (S-oxidation or epoxide formation), although the chlorine substitution may block specific metabolic soft spots. While the Ligand Efficiency (LE) is likely high, the safety margins regarding hERG and off-target Cys-loop receptor activity (e.g., 5-HT3 emesis risk) are significant development hurdles. Tox Summary: Not Clean (hERG/Bioactivation risk).",Medium,"Benzothiophene (S-oxidation/MBI risk), Quinuclidine (High pKa basic center driving hERG liability)",0.65,"Physicochemical properties favor good PK, but hERG safety margins will be the primary attrition driver in Phase 1.",0.3,CNS efficacy is high-risk; potential for dose-limiting side effects (nausea/emesis via 5-HT3 cross-reactivity) reduces probability of success.,0.6,"If the molecule clears P2 efficacy and safety hurdles, the chronic toxicity profile is likely manageable, barring idiosyncratic liver signals from the thiophene.",0.12
