compound,Alias,target_class,specific_target,indication,max_phase,year-approved,year_stopped,primary_safety_signal,category,therapeutic_area,failure_type,MedChem_Descriptor_Tag,Outcome_Granularity,isomeric,inchikey,cid,status,year_clean,Edward Score V20,Rationale V20,metabolic_stability_estimate,potential_toxic_fragments,P1 Prob V20,P1 Rationale V20,P2 Prob V20,P2 Rationale V20,P3 Prob V20,P3 Rationale V20,TCSP V20
Perphenazine,,D2 antagonist,Dopamine D2 receptor,Schizophrenia,Approved,1957,,,approved,CNS,,approved_control,Approved controls (success),C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,RGCVKNLCSQQDEP-UHFFFAOYSA-N,4748,OK,1957.0,78,"This molecule presents a classic 'Old School' CNS scaffold that triggers immediate modern safety alarms. The structure consists of a tricyclic 2-chlorophenothiazine core linked via a propyl chain to a hydroxyethyl-piperazine. 

1. **hERG Liability (CRITICAL)**: This molecule is a textbook example of the hERG pharmacophore: a hydrophobic aromatic cluster (phenothiazine) connected by a 3-carbon methylene spacer to a basic amine (piperazine). In a modern screening cascade, this would likely be flagged for QT prolongation risk immediately. 

2. **Promiscuity & Selectivity**: The flat, lipophilic tricyclic core combined with a flexible basic side chain is a recipe for 'GPCR Soup.' It lacks specific vectors to discriminate between Dopaminergic, Histaminergic, Muscarinic, and Adrenergic receptors. Expect significant off-target sedation and autonomic side effects. 

3. **Physicochemical Properties**: While MW (~404) and TPSA are within CNS limits, the cLogP is pushing >4.0. The chlorine atom adds lipophilicity without specific binding utility in this context, merely acting as 'grease' to fill a pocket. 

4. **Metabolism**: The primary alcohol provides a handle for glucuronidation, but the sulfur atom is prone to oxidation (sulfoxide formation), and the electron-rich rings are susceptible to CYP-mediated hydroxylation. 

**Conclusion**: While likely potent, the structural liabilities (hERG, promiscuity) make this a 'dirty' drug candidate by modern standards. It survives only because it fits the 'Hard Kill' hERG rule definition perfectly.",Low,"Phenothiazine core (Phototoxicity, reactive metabolites), 3-carbon-linker-amine motif (hERG), 2-chloro substitution (Lipophilicity tax).",0.4,High risk of QT prolongation and off-target CNS effects (sedation/EPS) limiting the therapeutic window in healthy volunteers.,0.3,"Efficacy is probable given the scaffold's history, but the side-effect profile (metabolic, cardiac, neurological) would likely lead to high attrition against cleaner competitors.",0.1,Commercial viability is low for a non-selective agent with a hERG liability in a crowded CNS market.,0.12
Clozapine,,D2/5-HT2 antagonist,5-HT2A and D2 receptors,Schizophrenia,Approved,1989,,,approved,CNS,,approved_control,Approved controls (success),CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,QZUDBNBUXVUHMW-UHFFFAOYSA-N,135398737,OK,1989.0,65,"This molecule presents a classic 'High Risk, High Reward' paradox common in legacy CNS agents. Physicochemically, it is a 'Brain Torpedo': MW (~327), cLogP (~3.5), and TPSA (~30) are perfectly tuned for blood-brain barrier penetration (CNS MPO > 5). However, the structure carries fatal liabilities for a modern NCE. The central tricyclic core features an electron-rich secondary amine bridge flanked by aromatic rings; this is a textbook structural alert for metabolic bioactivation to reactive nitrenium ions or quinone-imines, driving a high risk of idiosyncratic toxicity (agranulocytosis/DILI). Additionally, the basic N-methylpiperazine tail tethered to a lipophilic tricyclic 'brick' creates a potent hERG pharmacophore. While likely efficacious due to 'shotgun pharmacology' across aminergic GPCRs, the safety margins are unacceptable by modern standards. Tox Summary: Not Clean.",Low,"Diphenylamine-like NH bridge (Nitrenium ion precursor), Chlorobenzene moiety, N-methylpiperazine linked to lipophilic core (hERG).",0.5,Significant risk of QT prolongation (hERG) and detection of reactive metabolites (glutathione trapping) could trigger early termination.,0.65,"Excellent CNS exposure and polypharmacology suggest high probability of efficacy in psychiatric indications, assuming safety doesn't kill it first.",0.15,"High probability of rare, idiosyncratic adverse events (blood dyscrasias, hepatotoxicity) derailing the program in large-scale exposure.",0.05
Olanzapine,,D2/5-HT2 antagonist,5-HT2A and D2 receptors,Schizophrenia/Bipolar,Approved,1996,,,approved,CNS,,approved_control,Approved controls (success),CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C,KVWDHTXUZHCGIO-UHFFFAOYSA-N,135398745,OK,1996.0,22,"This molecule is a 'Brain Torpedo' with elite CNS physicochemical properties. With a MW of ~312 and cLogP ~3.0, it sits perfectly in the Goldilocks zone for blood-brain barrier penetration. The TPSA is exceptionally low (<30 Å²), ensuring rapid CNS entry. However, the structure carries significant baggage. 1) The tricyclic thienobenzodiazepine core is a 'GPCR Dirty Bomb,' historically associated with extreme promiscuity across Dopaminergic, Serotonergic, Histaminergic, and Muscarinic receptors. While this ensures efficacy, it guarantees a heavy side-effect profile (sedation, weight gain). 2) The fused thiophene moiety is a structural alert for bioactivation (S-oxidation, reactive intermediates), although the methyl substitution at the alpha-position is a savvy medicinal chemistry maneuver to block the primary metabolic soft spot. 3) The N-methylpiperazine linked to a lipophilic tricyclic core is a classic hERG pharmacophore, raising QT prolongation risks. Verdict: A highly potent, brain-penetrant scaffold that trades selectivity for efficacy. Tox Summary: Not Clean (Promiscuity & Bioactivation Risk).",Medium,"Fused Thiophene (S-oxidation/Bioactivation risk), N-methylpiperazine (hERG liability), Aniline/Enamine motif (Auto-oxidation risk).",0.85,"Excellent physicochemical properties (MW < 350, good solubility via basic amine) suggest high pass rate for PK, though hERG is a watch item.",0.6,"High brain penetration and privileged scaffold suggest strong target engagement, but 'dirty' pharmacology complicates dose-finding due to off-target side effects.",0.35,Chronic safety is the hurdle. Metabolic syndrome liabilities (inferred from lipophilic GPCR promiscuity) and potential idiosyncratic tox from the thiophene could limit commercial viability.,0.1785
Quetiapine,,D2 antagonist,Dopamine D2 and 5-HT2A receptors,Schizophrenia/Bipolar,Approved,1997,,,approved,CNS,,approved_control,Approved controls (success),C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,URKOMYMAXPYINW-UHFFFAOYSA-N,5002,OK,1997.0,28,"This molecule is a masterclass in physicochemical optimization of a 'privileged' but inherently 'dirty' scaffold. The dibenzothiazepine core is a classic GPCR 'shotgun'—highly potent across dopaminergic and serotonergic targets, but carrying a heavy tax in selectivity (histaminergic/adrenergic off-targets). The brilliance lies in the side chain: the hydroxy-ethoxy-ethyl tail is an elite polarity modulator. It pulls the lipophilic tricyclic core into the CNS Goldilocks zone (cLogP ~2.5-3.0) and acts as a solubility anchor without violating TPSA limits (< 90 Å²) or adding excessive H-bond donors (HBD = 1). Crucially, the proximal piperazine nitrogen is conjugated to the imine system, neutralizing its basicity; this leaves only the distal nitrogen to ionize, optimizing the pKa profile for brain penetration. However, the molecule faces significant 'Mental Metabolism' penalties: the sulfur bridge is a sitting duck for S-oxidation, and the terminal alcohol will be rapidly chewed up to the carboxylic acid, predicting a short half-life and high dosing requirements. hERG liability is a moderate risk due to the 'Lipophilic Core + Basic Amine' pharmacophore. A highly developable CNS agent, provided the polypharmacology is the intended feature, not a bug. Tox Summary: Clean.",Low,None,0.85,"Excellent physicochemical properties (MW < 400, ideal LogP) suggest high bioavailability. Main safety flag is hERG/QT prolongation common to tricyclics.",0.65,"The scaffold is a validated CNS privileged structure. Target engagement is nearly guaranteed, though the therapeutic window may be limited by sedation (H1) or hypotension (alpha-1).",0.45,"Commercial viability is strong if the 'dirty' profile treats a syndrome (e.g., psychosis + mood), but metabolic instability (BID/TID dosing) is a competitive disadvantage.",0.25
Risperidone,,D2/5-HT2 antagonist,5-HT2A and D2 receptors,Schizophrenia,Approved,1993,,,approved,CNS,,approved_control,Approved controls (success),CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,RAPZEAPATHNIPO-UHFFFAOYSA-N,5073,OK,1993.0,28,"This molecule is a seductive CNS candidate that aces the physicochemical scorecard but carries a hidden dagger in its topology. 

1. **Physicochemistry (Elite)**: With a MW ~410, cLogP ~3.0, and TPSA ~65 Å², this hits the absolute 'Goldilocks' zone for CNS penetration. Zero HBDs and a basic pKa ~8.5 ensure high brain exposure and lysosomal trapping. It is chemically designed to cross the BBB effortlessly.

2. **The hERG Trap**: The central basic piperidine nitrogen, flanked by an ethyl linker and two substantial hydrophobic/aromatic domains (the benzisoxazole and the fused pyrimidinone), creates a classic hERG pharmacophore. While the linker length (2 carbons) is slightly short of the 'Death Zone' (3-4 carbons), the overall topology strongly suggests QT prolongation liability. This is a functional toxicity risk, not a chemical reactivity one.

3. **Metabolic Soft Spots**: The saturated ring on the fused pyrimidinone system (left-hand side) is a prime target for oxidative metabolism (likely CYP2D6 hydroxylation). This introduces potential pharmacogenetic variability (EM vs PM phenotypes) that could complicate dosing.

4. **Structural Integrity**: The benzisoxazole is a robust bioisostere for indole/naphthalene, providing flatness without excessive lipophilicity. No reactive toxicophores (anilines, hydrazines, Michael acceptors) are present.

**Verdict**: A high-quality CNS scaffold that trades hERG safety margin for potency and brain penetration. Tox Summary: Clean structure, Functional Cardiac Risk.",Medium,None (Clean),0.75,"Physicochemical properties favor good PK, but hERG liability (QTc) will be the primary safety endpoint to watch.",0.55,Excellent CNS MPO scores suggest high probability of target engagement in the brain. Efficacy is likely if the target hypothesis holds.,0.3,Commercial viability depends on the therapeutic window against the cardiac safety margin and metabolic variability.,0.12
Sulpiride,,D2 antagonist,Dopamine D2 receptor,Schizophrenia,Approved,1969 (France),,,approved,CNS,,approved_control,Approved controls (success),CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,BGRJTUBHPOOWDU-UHFFFAOYSA-N,5355,OK,1969.0,45,"This molecule is a 'Polarity Brick'. While it avoids the common sin of excessive lipophilicity (MW < 350, cLogP < 1.0), it swings too far in the opposite direction, violating fundamental CNS permeability rules. With a TPSA > 100 Å² and 3 Hydrogen Bond Donors (including a primary sulfonamide), passive diffusion across the Blood-Brain Barrier will be negligible. If this is a CNS target (likely GPCR/Dopaminergic given the benzamide-linker-amine motif), it will require massive doses to achieve relevant occupancy, driving off-target toxicity. Structurally, the combination of a basic pyrrolidine nitrogen, a flexible linker, and an electron-rich aromatic ring constitutes a classic hERG pharmacophore, raising QT prolongation flags. The primary sulfonamide also introduces risks of Carbonic Anhydrase inhibition and hypersensitivity (SJS/TEN). It looks like a molecule designed for renal excretion rather than target engagement. Tox Summary: Not Clean (hERG + Permeability/Dose Liability).",High,"Primary Sulfonamide (Hypersensitivity/CA Inhibition), Basic Pyrrolidine-Linker-Aromatic Triad (hERG Liability)",0.75,"Physicochemical stability is high and metabolic clearance likely renal (low CYP risk), but hERG liability and potential for high Cmax requirements pose safety monitoring challenges.",0.3,"Major attrition risk due to poor permeability. Unless active transport is involved, CNS exposure will be insufficient for efficacy without toxic systemic levels.",0.2,Commercial viability is low. High dosing regimens (due to poor bioavailability) reduce compliance and amplify rare adverse events.,0.045
Pimozide,,D2 antagonist,Dopamine D2 receptor,Schizophrenia/Tourette,Approved,1984,,,approved,CNS,,approved_control,Approved controls (success),C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,YVUQSNJEYSNKRX-UHFFFAOYSA-N,16362,OK,1984.0,88,"This molecule is a textbook example of what NOT to do in modern CNS drug discovery, despite likely high potency against GPCR targets (D2/5-HT). The structure is a 'Grease Ball' with a cLogP > 6.0, violating the fundamental LipE requirements for a safe CNS agent. 

Most critically, this structure is a canonical hERG blocker: it possesses a basic piperidine nitrogen (pKa ~8.5) linked via a 4-carbon spacer to a massive hydrophobic 'mop' (the bis-fluorophenyl moiety). This specific topology (Basic Center + Spacer + Lipophilic Cluster) is the precise pharmacophore for blocking the K+ channel, guaranteeing QT prolongation risks. 

Furthermore, the combination of a cationic center and extreme lipophilicity (cLogP > 3, pKa > 8) creates a high risk for phospholipidosis and lysosomal trapping. While the benzimidazolone core is a privileged scaffold, the 'grease tax' paid by the tail renders this molecule a safety liability. Tox Summary: Not Clean (High hERG/Phospholipidosis risk).",Low,"Basic amine + lipophilic tail (hERG pharmacophore), Bis(fluorophenyl)butyl chain (Lipophilicity/Phospholipidosis)",0.15,Extremely high risk of QT prolongation (hERG) and potential for non-linear PK due to solubility/precipitation issues. Safety margins will be non-existent.,0.4,"If it survives P1 (unlikely without dose-capping), it will likely show efficacy due to high affinity, but the therapeutic index will be narrow.",0.05,"Chronic safety concerns (cardiac events, phospholipidosis) would likely prevent approval or result in a Black Box warning.",0.1
Molindone,,D2 antagonist,Dopamine D2 receptor,Schizophrenia,Approved,1974,,,approved,CNS,,approved_control,Approved controls (success),CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C,KLPWJLBORRMFGK-UHFFFAOYSA-N,23897,OK,1974.0,28,"This molecule represents a textbook CNS lead with 'Goldilocks' physicochemical properties (MW < 300, cLogP ~2.5, TPSA < 60). The tetrahydroindolone core provides a rigid, privileged scaffold for aminergic GPCR recognition without excessive lipophilicity. The morpholine side chain serves as a solubilizing basic center (pKa ~8) ideal for lysosomal trapping and brain penetration. However, the beta-amino ketone motif (Mannich base) raises a structural alert for chemical instability (retro-Mannich) or elimination to a reactive exocyclic enone (Michael acceptor), which could trigger genotoxicity flags in early development. Additionally, the electron-rich pyrrole ring with alkyl substituents is a 'soft spot' for rapid metabolic clearance via benzylic oxidation, likely necessitating frequent dosing.",Low,Beta-amino ketone (Mannich base) - potential Michael acceptor precursor; Electron-rich pyrrole core.,0.65,"Generally safe scaffold, but the Mannich base moiety carries a risk of Ames positivity or instability that could complicate formulation or early tox screens.",0.45,"Excellent CNS MPO score suggests high probability of target engagement in the brain, but short half-life (metabolic liability) may limit efficacy or require high pill burden.",0.2,Commercial viability limited by likely short duration of action and potential for off-target aminergic side effects common to this scaffold class.,0.058
Thiothixene,,D2 antagonist,Dopamine D2 receptor,Schizophrenia,Approved,1967,,,approved,CNS,,approved_control,Approved controls (success),CN1CCN(CC1)CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,GFBKORZTTCHDGY-UWVJOHFNSA-N,941651,OK,1967.0,78,"This molecule presents a classic 'Dirty Tricycle' profile typical of legacy GPCR ligands. While the physicochemical parameters (MW ~444, TPSA ~75, cLogP ~3.6) are technically within CNS boundaries, the structure triggers a mandatory 'Hard Kill' alert for hERG inhibition. The topology consists of a strong basic center (N-methylpiperazine, pKa ~9) linked via a 3-carbon spacer (propylidene) to a large hydrophobic cluster (thioxanthene). This specific arrangement is a high-fidelity predictor for QT prolongation. Additionally, the exocyclic double bond introduces geometric isomerism (E/Z), creating significant CMC liabilities regarding isomeric purity and stability (photo-isomerization). The molecule relies heavily on lipophilicity for binding ('Grease Tax'), suggesting poor LipE and high promiscuity across the kinome/GPCRome (H1, M1, alpha-1 off-targets). Tox Summary: Not Clean.",Medium,"Thioxanthene core (S-oxidation), N-methylpiperazine (N-dealkylation), Exocyclic alkene (isomerization/epoxidation risk), Sulfonamide (potential hypersensitivity).",0.2,Probability capped at 20% due to the presence of a 'Hard Kill' hERG pharmacophore. High risk of cardiovascular safety signals (QTc) and off-target CNS adverse events in Phase 1.,0.35,"If the safety window is threaded, the tricyclic scaffold is a privileged structure for monoamine GPCR engagement, making efficacy likely, albeit with a narrow therapeutic index.",0.1,"Commercial viability is severely limited by the 'dirty' receptor profile (side effects) and CMC challenges associated with the alkene isomerism compared to cleaner, modern competitors.",0.007
Methylphenidate,,Catecholamine RI,Dopamine transporter (DAT) and Norepinephrine transporter (NET),ADHD,Approved,1955,,,approved,CNS,,approved_control,Approved controls (success),COC(=O)C(C1CCCCN1)C2=CC=CC=C2,DUGOZIWVEXMGBE-UHFFFAOYSA-N,4158,OK,1955.0,22,"This structure is a masterclass in Ligand Efficiency (LE) and CNS physicochemical compliance, representing 'lean muscle' rather than 'grease'. With a MW of ~233 and a cLogP in the 2.0-2.5 range, it sits perfectly in the 'Goldilocks Zone' for blood-brain barrier permeability (CNS MPO score is likely near max). The secondary amine provides the necessary cationic anchor for aspartate residues in aminergic GPCRs or transporters without introducing excessive lipophilicity. However, the molecule carries a significant 'Developability Tax' in the form of the unhindered methyl ester. This moiety is a prime substrate for carboxylesterases (CES1), predicting rapid hydrolysis to the likely inactive zwitterionic acid (metabolic clearance). While this creates a 'soft drug' profile useful for short-duration indications, a modern medicinal chemistry campaign would view this as a liability to be fixed, likely swapping the ester for a hydrolytically stable bioisostere (e.g., oxadiazole) to extend half-life. Despite the PK liability, the structural hygiene is elite. Tox Summary: Clean.",Low,"None (Methyl ester is a metabolic liability, not a toxicophore)",0.85,"Pristine structural hygiene. No structural alerts, low MW, and no lipophilic toxicity flags. hERG risk is minimal due to small size and lack of a secondary hydrophobic pharmacophore required for channel trapping.",0.55,"Target engagement is likely high due to excellent CNS penetration, but the rapid hydrolysis of the ester may lead to poor duration of action (short t1/2), necessitating formulation engineering or frequent dosing.",0.45,"Chronic safety looks good from a chemical toxicity standpoint (clean metabolites), but commercial viability depends strictly on overcoming the pharmacokinetic limitations imposed by the ester hydrolysis.",0.21
Amphetamine,,Monoamine releaser,"DAT, NET, and Vesicular monoamine transporter 2 (VMAT2)",ADHD,Approved,1937,,,approved,CNS,,approved_control,Approved controls (success),CC(CC1=CC=CC=C1)N,KWTSXDURSIMDCE-UHFFFAOYSA-N,3007,OK,1937.0,48,"This molecule is a quintessential 'Brain Torpedo' but carries significant baggage. Physicochemically, it is perfectly tuned for CNS penetration: MW < 150, cLogP ~1.8, and a basic amine (pKa ~9.9) ensuring active transport and high volume of distribution. The alpha-methyl substitution is a classic medicinal chemistry tactic to sterically hinder MAO-mediated deamination, transforming a rapidly metabolized endogenous mimic into a stable, orally bioavailable agent. However, this scaffold is historically notorious for 'dirty' pharmacology. It possesses a privileged but promiscuous pharmacophore that likely engages multiple monoamine transporters (DAT, NET) and GPCRs indiscriminately. As an NCE, the development risks are dominated by mechanism-based toxicity: sympathomimetic cardiovascular surges (hypertension, tachycardia) and high abuse potential driven by rapid CNS dopamine elevation. While the LipE is theoretically high due to the low MW, the lack of selectivity makes this a hazardous lead. Tox Summary: Not Clean (CV Risk & Abuse Liability).",High,"Primary aliphatic amine (promiscuity/hERG risk if elaborated), Unsubstituted phenyl ring (para-hydroxylation site)",0.65,"High bioavailability and predictable PK, but dose-limiting cardiovascular pressor effects will cap the therapeutic window early.",0.55,"Strong target engagement is expected, but the molecule's non-selective stimulant profile may confound specific efficacy endpoints.",0.2,Severe regulatory hurdles regarding abuse liability (scheduling) and chronic cardiovascular safety will likely kill the program unless the indication is niche.,0.07
Dextroamphetamine,,Monoamine releaser,"DAT, NET, and VMAT2",ADHD,Approved,1976,,,approved,CNS,,approved_control,Approved controls (success),C[C@@H](CC1=CC=CC=C1)N,KWTSXDURSIMDCE-QMMMGPOBSA-N,5826,OK,1976.0,18,"This molecule is a textbook example of a 'Privileged Structure' for CNS targets. 1. **Physicochemical Profile (Elite)**: With MW < 150, cLogP ~1.8, and TPSA ~26, this molecule possesses near-perfect properties for blood-brain barrier penetration. It is a 'CNS Torpedo'. 2. **Metabolic Logic**: The alpha-methyl group is a strategic 'Metabolic Armor'. Unlike the endogenous phenethylamine which is rapidly degraded by MAO, this steric block extends half-life significantly, allowing for oral bioavailability and sustained duration. 3. **Selectivity & Safety**: The low molecular weight and lack of specific binding vectors (H-bond acceptors/donors in specific geometries) suggest high promiscuity across the monoaminergic kinome (DAT/NET/SERT) and potentially TAAR1. While chemically stable, the primary amine (pKa ~10) combined with the lipophilic tail creates a classic sympathomimetic pharmacophore. Expect mechanism-based cardiovascular toxicity (hypertension, tachycardia) rather than idiosyncratic organ toxicity. It is highly potent, highly efficient (LipE > 6), but lacks the selectivity required for a modern 'clean' drug. Tox Summary: Structurally Clean, but Mechanism-Based CV Risk.",High,"Primary aliphatic amine (Sympathomimetic liability), Benzylic position (CYP hydroxylation site)",0.85,"Excellent developability. High solubility, permeability, and metabolic stability (due to alpha-methylation) ensure predictable PK. No structural alerts for DILI or mutagenicity.",0.65,High probability of functional target engagement in the CNS. The scaffold is a validated pharmacophore for monoamine transporter modulation.,0.3,Major hurdles in safety/tolerability (CV effects) and abuse liability. Regulatory approval would be difficult for a non-selective stimulant in the modern landscape.,0.16
Guanfacine,,_2A_ agonist,_2A_-adrenergic receptor,ADHD,Approved,1986,,,approved,CNS,,approved_control,Approved controls (success),C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl,INJOMKTZOLKMBF-UHFFFAOYSA-N,3519,OK,1986.0,12,"This molecule is a masterclass in Ligand Efficiency (LE). With a MW < 250 and cLogP ~2.0, it sits perfectly in the 'Golden Triangle' of CNS drug space. The 2,6-dichloro substitution pattern is a textbook 'Metabolic Armor,' sterically shielding the benzylic position from CYP-mediated oxidation and forcing an orthogonal conformation that likely boosts selectivity. The acylguanidine moiety is a sophisticated choice: it lowers the pKa (~8.0) compared to a standard guanidine, allowing for a balance of neutral species for membrane permeability and cationic species for target engagement (likely GPCR aspartate residues). Unlike aniline-linked congeners, the carbon linker prevents hydrolytic release of toxic chloroanilines. This is high-fidelity chemical matter.",High,None. (Acylguanidine is bio-safe; Carbon linker prevents aniline release),0.92,Exceptional physicochemical properties suggest high solubility and permeability. Metabolic soft spots are chemically blocked. Low risk of off-target toxicity.,0.65,"High free fraction and CNS penetration ensure target engagement. The small size suggests high ligand efficiency, meaning potency is likely driven by specific interactions rather than lipophilicity.",0.4,"Clean metabolic profile (hydrolysis to phenylacetic acid derivative) minimizes idiosyncratic toxicity risks. Main risks are mechanism-based (e.g., hypotension if adrenergic).",0.24
Clonidine,,_2_ agonist,"_2A_, _2B_, and _2C_-adrenergic receptors",ADHD/Hypertension,Approved,1974,,,approved,CNS,,approved_control,Approved controls (success),C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,GJSURZIOUXUGAL-UHFFFAOYSA-N,2803,OK,1974.0,12,"This molecule is a masterclass in Ligand Efficiency and 'Atomic Economy'. With a MW of ~230 and a cLogP ~1.6, it sits perfectly in the CNS Goldilocks zone, achieving potency without paying the 'Grease Tax'. The 2,6-dichlorophenyl moiety serves as a metabolic fortress, sterically blocking ortho-oxidation and electronically deactivating the ring against P450 attack, ensuring high metabolic stability. The 2-aminoimidazoline core is a classic 'privileged scaffold' for aminergic GPCRs; while this guarantees target engagement, it introduces a 'Selectivity Tax' risk regarding promiscuity across adrenergic and imidazoline receptor subtypes. The basic pKa (~8.0) implies a cationic species at physiological pH, but the ultra-low MW and low TPSA (<45 Å²) ensure blood-brain barrier penetration. Safety risks are minimal, though the latent 2,6-dichloroaniline substructure requires monitoring for potential hydrolysis, albeit unlikely under physiological conditions. Tox Summary: Clean.",High,"Latent 2,6-dichloroaniline (hydrolysis risk)",0.85,Elite physicochemical profile. Low lipophilicity and low MW minimize DILI and non-specific binding risks. hERG risk is mitigated by small size despite the basic center.,0.6,"High confidence in potency (privileged scaffold). The main attrition risk is the therapeutic index regarding mechanism-based side effects (e.g., sedation, hypotension).",0.45,Chronic safety profile likely clean due to metabolic stability and renal clearance potential. Commercial success depends on selectivity profile.,0.23
Modafinil,,Wakefulness agent,DAT inhibition and modulation of glutamatergic/GABAergic circuits,Narcolepsy,Approved,1998,,,approved,CNS,,approved_control,Approved controls (success),C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,YFGHCGITMMYXAQ-UHFFFAOYSA-N,4236,OK,1998.0,18,"This molecule is a masterclass in CNS-focused physicochemical design. With a MW < 300, cLogP ~1.2-1.5, and TPSA ~80 Å², it sits perfectly in the 'Goldilocks Zone' for blood-brain barrier penetration. The benzhydryl moiety provides significant hydrophobic surface area for binding affinity without blowing the lipophilicity budget, thanks to the polarity of the sulfoxide and amide. 

Critique: The central sulfoxide creates a chiral center. If this is presented as a racemate, it incurs a penalty for unnecessary complexity in PK/PD characterization; a single enantiomer strategy is mandatory for a modern NCE. While the primary amide and sulfoxide are metabolic soft spots (susceptible to hydrolysis and oxidation/reduction, respectively), they are not toxicophores. The absence of a basic amine removes the standard hERG liability associated with CNS drugs. The likely low potency (due to small size) implies a high clinical dose (>100mg), but the low cLogP (<3) exempts it from the 'Rule of Two' DILI danger zone. Tox Summary: Clean.",Medium,None (Chiral Sulfoxide requires enantiomer control),0.85,"Devoid of structural alerts, reactive warheads, or hERG pharmacophores. Excellent solubility and permeability profiles predict smooth safety pharmacology.",0.55,"High CNS MPO score ensures brain exposure. Success depends strictly on target validation, as the molecule itself presents no ADME barriers.",0.65,Clean structural hygiene and low lipophilicity suggest a very low risk of idiosyncratic toxicity or off-target accumulation during chronic dosing.,0.3
Gabapentin,,Calcium channel modulator,_2__ subunit of voltage-gated Ca2+ channels,Epilepsy,Approved,1993,,,approved,CNS,,approved_control,Approved controls (success),C1CCC(CC1)(CC(=O)O)CN,UGJMXCAKCUNAIE-UHFFFAOYSA-N,3446,OK,1993.0,18,"This molecule represents a textbook exercise in 'bioisosteric rigidification'. It is essentially a gamma-amino acid (GABA) analog where the flexible alkyl chain has been constrained by a cyclohexane ring. The gem-disubstitution (1,1-substitution) is the critical design element here: 1) It introduces a quaternary center that blocks metabolic deamination and beta-oxidation, rendering the scaffold exceptionally stable. 2) It restricts the conformational entropy of the side chains, theoretically boosting affinity. 

However, physically, this is a zwitterion. With a cLogP near zero (or negative LogD at pH 7.4), passive membrane permeability will be non-existent. It violates the standard CNS MPO rules for passive diffusion (TPSA/LogP balance). For this to work as a CNS agent, it MUST hijack an active amino acid transporter (e.g., System L/LAT1). If it fails to engage a transporter, it is a peripherally restricted, low-potency osmolyte. 

Safety-wise, it is immaculate. No aromatic rings to oxidize, no hERG pharmacophore (too polar/small), and no reactive handles. It is a 'high-dose, low-potency' scaffold, likely requiring gram-level dosing due to low intrinsic affinity common in amino acid mimetics. Tox Summary: Clean.",High,None,0.92,The molecule is devoid of structural alerts. Its high polarity and lack of aromaticity suggest renal excretion without significant hepatic metabolism (CYP inhibition/induction unlikely). Phase 1 safety is near guaranteed.,0.6,"Efficacy hinges entirely on the 'Transporter Lottery'. If it mimics an endogenous amino acid sufficiently to cross the BBB, it works. If not, it fails. Potency is likely in the micromolar range, requiring high plasma exposure.",0.45,"Commercial viability is strong if efficacy is proven, as the safety profile supports chronic, high-dose regimens. The main risk is the high pill burden (gram quantities) affecting compliance.",0.98
